CODGEO;SNHM20;SNHMC20;SNHMP20;SNHME20;SNHMO20;SNHMF20;SNHMFC20;SNHMFP20;SNHMFE20;SNHMFO20;SNHMH20;SNHMHC20;SNHMHP20;SNHMHE20;SNHMHO20;SNHM1820;SNHM2620;SNHM5020;SNHMF1820;SNHMF2620;SNHMF5020;SNHMH1820;SNHMH2620;SNHMH5020
01194;15.4916266842676;25.1852819420244;16.2503907612107;12.1053857333035;12.2126940808354;13.8379546309081;21.8063868051346;14.9942921433284;11.8752220248576;11.2055347214416;16.6519344204005;26.5275584379347;17.3641326990794;12.8213595507137;12.4359363577334;10.6491921569213;15.5205071623438;17.3858596746261;10.5471577474445;14.083412352136;14.7058840546076;10.7267967625891;16.4921699905239;19.3511411331611
01199;14.1312365658589;24.2442131164355;14.4410773150007;11.4315060103333;12.3548505641298;12.3432491622202;20.1416987623091;13.6808188942307;11.1258937059307;10.7736061750259;15.3144503661631;25.4620110600988;15.0304069999608;12.6584106129856;12.7169014665347;10.3543729333906;14.0966176685711;15.9271997491969;10.2151416333403;12.2005005587991;13.5332361476521;10.4468023867975;15.2848648313418;17.7065737346705
01202;14.9840940423368;25.303180603585;16.2961762482527;11.6176594329195;12.6754295042912;13.3113075592156;22.1106253029683;14.9244843777149;11.3704553030866;11.347022309293;16.141614505963;26.7514382035153;17.3511959051109;12.6034788555521;13.0913110858773;10.7665801237714;15.0585201762877;16.598374491315;10.3351592320234;13.6341995165824;13.9311405641214;11.1096481469971;16.0314184492475;18.3910920245024
01224;14.9322358882176;24.5863906344133;15.7883813614728;11.9663400591237;12.6900971501234;13.2541070676842;22.2474221266318;14.2219280074058;11.6200228523113;11.2610218439952;16.1648813609361;25.5465153302497;17.1420042334548;13.2591113041644;13.0967541262265;10.7515868454216;15.0535493412482;16.3779987710205;10.0935212502846;13.4588819717726;13.7369398731533;11.0977108668398;16.3056160080565;18.1938100410528
01232;14.2438580847185;25.8888231840785;15.4137682083883;11.3397930202621;11.6925082159243;12.7420951879578;20.6996326680306;14.3224684565336;11.1446759724077;9.04782373832435;15.333487579609;29.0065985576084;16.3756835404631;12.2157563633175;12.2271436225545;9.83240005406426;14.6150984815085;15.0465207737005;9.3281049366167;13.4743167221296;12.2393084837275;10.1337931814495;15.5004370113105;16.9428346617401
01238;19.0324191559153;27.8155187764721;17.2946093020313;12.7590474877228;13.457463302433;16.2699644038297;22.8791393002701;15.8831938859776;12.675345429041;11.0753272613523;21.0542198369725;30.3720736300828;18.625724244274;13.0014028766349;13.8286901165373;10.9825963627883;19.2267031944517;20.7365773061648;11.0119685824893;16.3833821867459;17.2876229522795;10.9639761695424;21.3305822191814;23.2995505712701
01244;15.9918920103379;25.3394810494327;15.8939794470803;11.8105364478812;12.0388533230675;14.126513898388;22.2349527660647;14.8135013152454;11.6419718522969;10.6390368787063;17.3709353595224;26.828474300588;16.7757114565398;12.273666777043;12.5010078974601;10.633868318292;16.0254326098431;18.3670269730788;9.95749578136197;14.4431534886455;15.131984521633;11.0779789411856;17.2569095524765;20.5815576606544
01246;14.2476822428235;25.2846246660088;15.7609881928564;11.2928111498256;12.0598250866581;13.2685450469116;21.3774292302321;15.210447042106;11.3813497292167;10.9564176640637;14.9079120618899;27.4649488812102;16.2358722348769;10.9854330642828;12.2998599490919;10.5614378841277;14.3862105903572;16.0265077920703;10.4106965569924;13.5738528385142;14.1296235206621;10.6698679877757;14.8949106414734;17.5258042981036
01248;18.4331545537613;27.0160938578475;16.1615527097219;12.8720278908534;13.1274390913481;16.1599293981233;23.4441333070129;15.670528802545;12.0915154442639;11.7289434358439;20.2321163729939;28.8649129157759;16.7770571409951;14.7037732238364;13.3380042270213;11.2496523526488;18.6304762202154;20.1276552423897;9.9571792085268;16.6326567371282;17.1965629391019;12.3211064085854;20.1156270962195;22.6389203354555
01249;17.1927139643794;26.7138524483488;15.9075112084774;12.3473289844219;12.3867771580238;15.5638929769027;24.2866461303297;15.1952877183914;12.2354241201444;10.8089486064203;18.4575097934307;28.0686049111543;16.5603487945837;12.651555117567;12.8205798423166;10.6393752619929;17.1525121222425;19.5830684710861;10.4173110156681;15.660311757664;17.2445501381919;10.8391057351381;18.271389009707;21.4634776412121
01254;17.5492019009587;28.528883522547;16.8709267907158;12.3459741501523;12.6697648634853;14.6825847526331;23.7908451059901;14.8988845163558;11.7849497575911;11.3108770026385;19.5875812200553;30.32387519179;18.8099875220227;14.3044799719577;12.8785302629337;10.6886699540172;17.4503922796521;19.772716649749;10.1419434402334;14.5843401860316;15.8624557274343;10.9533584546412;19.4982881910113;22.840931343767
01262;15.7990343736874;24.7376586795165;15.9196518215309;12.0563586100501;12.2039658640258;14.2916614868439;22.1188458778539;14.8914306317257;11.7901265816169;10.8633520918065;16.80172606479;26.058770476253;16.669641974866;12.9498936379245;12.5538982093085;10.9041761803316;15.9255332098709;17.8881403689735;10.3852380627332;14.6682748711873;15.3896890083561;11.2765151097191;16.7510254827823;19.5404767529536
01263;16.9815304165499;27.0915616779318;16.8028557393734;12.0828371673837;12.8857222372704;14.3607779262195;21.1996208036738;15.621530258908;11.7319843396168;10.753801268722;18.7964487220315;29.8611945213011;17.6982872150857;13.3538559374869;13.2919297796088;10.665326299416;16.5413859206926;20.3227274361113;10.8366301117714;14.0712761166022;16.4685743994313;10.5347381015937;18.263820025139;22.856995589417
01265;13.7715328700939;22.4855832224316;15.6965728594985;11.5632775822942;12.1147148931818;12.141219018183;20.9343220849302;13.457141198963;11.438582428955;10.8239700262386;14.7897264837632;22.9562633170236;16.8966316510644;11.9626257825074;12.6482281552272;10.459444347507;13.4330143634368;15.9350208567561;10.1835676132084;12.0514609502789;13.0915302424561;10.6158169012541;14.2794245716895;17.8610832953744
01266;13.4017052859817;22.4746536617976;15.2282565044387;10.9456705842299;12.0226507226052;12.3903646879553;21.1310557841806;14.3627935482201;10.8908488383315;10.7460662701413;14.2205708910164;23.2710454765814;15.8625481270301;11.1557171378891;12.4026270632648;10.5689627171114;13.7450080855656;14.9080650156027;10.3175329938723;12.7834888343756;13.3204287723947;10.8081498131987;14.4939428805981;16.1472184508123
01269;13.0671126088842;23.9113918284181;14.9077182458047;11.4573028996624;11.4268606545751;12.2694288884167;21.1444011583677;14.8692099700657;11.2460061075693;10.3945796406684;13.5282284456695;25.4473539962827;14.929176114076;12.0040523853996;11.8099694944834;10.8873989029509;12.6669162747682;14.9165520418283;10.4933610365282;12.1213234378484;13.5845727794667;11.2355642253318;12.9533760647621;15.6932858997764
01275;23.6899078677834;34.1086870337645;26.0751878650428;13.3782673237816;12.0882650025645;19.4393541925449;29.5195204530288;15.7725644650943;12.9034790543213;11.5866230694343;26.6848903498973;37.0657185878872;35.075333577308;14.2925745726623;12.1589282862685;31.3049558704178;20.3817280426301;27.2781306372078;10.7607253333826;19.1354750350131;22.7037050123786;41.4448348455714;21.4174949418085;29.9187690140803
01281;15.2047655264343;29.3310045738251;15.635075292957;11.7945589843313;11.9423077934031;15.8479878412993;30.8681103505782;15.9762044029182;12.7433957865923;10.5729806780866;14.6948834363106;28.3767224705336;15.0413089619971;10.6699669459659;12.1369417265011;11.7187210158038;13.9807802008935;20.4822548837939;11.5786348280108;13.7572648962616;22.6862834994243;11.8315079949983;14.1417162509917;18.2244490580414
01283;13.0467678180862;24.0113057758599;15.0844087169254;11.3072271510651;11.3055307583158;12.0106738378718;21.774800160802;13.587665388774;11.2584831181483;10.3154901945458;13.7275290350535;25.2117800938424;15.9423967053496;11.4274751970843;11.7541630042383;10.5006478234009;12.8458296361707;14.475772965268;10.1367505565184;11.8314476536767;13.1413402718263;10.7498102360857;13.505680837571;15.3566612349019
01288;14.9457084583511;23.3747885447608;16.264646768337;11.7234804468411;12.9796050584737;13.4034324683099;20.7948554306535;15.010512888272;11.5437229839007;10.4982988193843;16.545524406493;25.0158247005427;17.4724696107456;12.3237150945245;13.4708524888695;10.9430154937306;15.5782641501984;15.7720811298629;10.9603935697913;13.9114062882128;13.8029950273524;10.9201200173232;17.3189160039716;17.5148906642136
01289;14.811315961047;25.1315002588677;15.9252180110738;11.9562421629205;12.0843066317712;13.6986659133045;23.901699614888;14.9904867312562;11.563277782938;10.6586531721918;15.6904005290968;25.8272341165403;16.6879319957137;13.2830584189384;12.4088424001241;10.368265473076;14.4365328319447;16.9866824495827;10.0614026974821;13.6453351903789;15.0106901192762;10.6302731599061;15.0186179077876;18.7087591243928
01301;14.7259075436363;25.0179435036007;15.643213511512;11.8550237406565;12.2555735717123;13.2940802608727;19.9322927501872;14.5333454334003;11.6901447602748;10.9153585970498;15.7434369164797;27.5554641872059;16.5884548042559;12.3128414895063;12.493670431517;10.9844975753495;14.1210797371656;17.1523866236853;10.5173646455634;13.2095543312429;14.3018745117587;11.3434179339256;14.7189367001599;19.4739077964008
01304;14.3515043249566;22.7913932267536;15.275993765414;11.7394894568211;12.3574761119452;12.8878957273065;19.5371508325545;13.9071754692643;11.4360566612194;11.0725930352482;15.3102865253216;24.4444933015277;16.193763194482;12.7467360108041;12.7032401276393;10.4722558029555;14.3473372945443;15.9181853089132;10.2257187546391;13.0487311982156;13.5925691633997;10.6414117118551;15.1305787718234;17.6962659595868
01305;12.7363548043754;23.3376658358208;14.4152150937144;10.690837135492;11.5261342028972;11.847959991364;21.209235031324;14.1000470386063;10.7302701230461;10.7688691827395;13.1928453380075;23.8963410212755;14.5925217932333;10.561969087139;11.6695197408228;10.6418619978132;12.5778338799569;14.5212185020623;9.98930068613029;11.8720194576612;12.8490255845734;10.9542217069005;12.9198225665793;15.553927444813
01313;16.5513176759329;37.3137804612908;15.1380169195018;11.4645634522128;11.9722999163411;15.7109844572739;33.9406162130705;14.8725334512433;11.5857862444095;10.8758300199278;17.3391794077331;39.9503267975252;15.5436595809331;11.2874988529762;12.1428063190203;10.7451902306053;15.8547489727958;21.5064595475756;10.4128417699206;15.215333741206;20.4127801942258;11.1546719510507;16.4470267109619;22.4352925675589
01320;15.024037780878;23.9620686649544;15.9002025791056;12.0101003769966;12.030693203509;13.3492092001893;21.1615330155067;14.598850855841;11.7413659650745;10.3685887603632;16.0784854083738;25.0155551779579;16.7106110558054;12.7624740689534;12.4072274259781;10.2275182778926;15.3380955003876;15.9640658366841;9.90935737780104;13.4852204624748;13.9905912911377;10.3792534492393;16.5096213671825;17.3096786119111
01322;19.4179465387965;29.5538961666302;16.6601467773411;12.8041930512386;12.7786925362299;16.9496980264377;26.6336239304037;15.372965489653;12.2217431416725;11.1257303054244;21.1894308921917;31.0409169261727;17.8207585662086;14.4673961571054;13.0632070080347;10.088053893256;18.8258404230802;23.1337544669178;9.83596165025068;17.0070622557495;19.1535711670767;10.3357216723685;20.1128401656077;25.8343043305152
01333;16.6133331726025;24.7422874617263;16.623192133806;12.3839524863778;12.772677691373;14.9334801468057;22.3302584754362;15.4676907382709;11.9383743141593;11.233838286296;17.9138045261994;25.9589572862983;17.8291887476795;13.8845615643233;12.9960961485104;10.3509148638696;16.4124714665385;19.2738671032106;10.3822522932514;14.8869840287331;16.585239971128;10.3287487858764;17.6274567755358;21.2800676068947
01344;15.3514301520523;25.5225439243802;15.9041922436612;11.7047913252649;12.0313335632047;13.7854639369261;23.0641189065844;14.6455948047867;11.4515984585893;10.2887875368974;16.5714529305686;26.6120995735069;17.2692367455135;12.2402916120826;12.426447383268;10.4656791382602;14.9022492362935;17.4679814446555;10.0669411139767;13.4282952923119;15.2551285756793;10.7543964839849;15.9830351089188;19.4272223396278
01345;14.6303827980811;24.832516680003;15.2140530172357;11.2050546698407;12.4815719008174;12.833140680789;20.7737586774725;13.9052196335395;10.8323375151694;11.1226459187032;15.9604599408195;27.1307275376668;16.2335813687123;12.2794206023027;12.9898574548877;10.8587076056775;14.5694666625844;16.2835297618184;10.0817380494249;12.8082450514664;13.8958185371202;11.3651126848251;15.8841583128935;18.1049834043942
01347;19.0128348730825;28.4476048716629;17.1981288552862;12.8350587043552;12.7674162784377;16.7062360857203;26.3474597457676;15.8149086071482;12.8960705894706;10.8579976080374;20.6641674654947;29.3288186527816;18.4702705453035;12.5688132949516;13.0360159734299;11.1261224639181;17.7494033285133;23.5337266591779;10.2971829721012;16.7115013763903;18.4357561486822;11.6716379915804;18.496046164397;27.2402412335657
01348;14.9414405913703;26.7673055702874;15.4509832265231;11.6028793954676;12.6290974488098;12.9702311054456;23.3200111739156;14.0590004463934;11.4936585112998;11.0925778915356;16.4039320815532;27.7135615546148;17.1647256145145;12.1285350547682;12.9850211827623;10.6092663809879;14.9700256951618;16.4351632702714;10.2832135784545;13.40024820933;12.8938950668014;10.851801099858;16.13222670703;19.0736209274565
01350;14.476379144439;24.4633774487672;15.2349958864033;11.6320472535174;11.9494353622218;13.1153673827766;21.5868015988987;14.1951666270497;11.3907703298616;10.5912549212823;15.4358667681604;25.8349239390353;16.0291893116629;12.578036513615;12.2482169654291;10.333125645464;14.5110221692112;15.9619791207434;9.87952799988444;13.2149011462386;14.0335994499722;10.6114132586325;15.4604351022005;17.2798131826184
01354;14.4397284577671;26.4290146121217;16.2319947812845;11.3160061530414;12.2442614722602;13.6281483082092;24.4312010555662;16.975615870992;11.2546391617434;9.96540135415208;15.0830387509629;27.285814020112;15.1737755780831;11.4041684050852;12.7253867655792;10.5411056484646;14.6708432758204;16.2526623544586;10.7289388444822;13.8882047778703;15.4499183401116;10.3150230255631;15.2966924571037;16.7229071250429
01376;15.1200663821802;23.1922157569677;15.821174378584;11.5767768084645;12.40322758562;13.7290148033991;20.8390395861196;15.0302481132728;11.5715654902302;11.0988363764144;16.0962921505225;24.4616938763332;16.2626597821401;11.5951951450314;12.7678728673235;10.660629339998;15.2461766802377;16.7524857521992;10.2092251315694;14.465277136427;13.765419326853;11.0929032193041;15.7648247131823;18.8468774553892
