CODGEO,total_establishment,micro_firms,small_firms,medium_firms,large_firms,agriculture_est,industry_est,construction_est,commerce_transport_est,public_est
02206,2,2,0,0,0,0,0,1,0,1
02207,1,1,0,0,0,0,0,0,0,1
02208,4,4,0,0,0,2,0,1,0,1
02209,27,21,5,0,0,3,2,8,5,9
02210,4,4,0,0,0,1,0,1,1,1
02211,15,12,2,0,0,1,0,3,8,3
02212,26,15,9,1,0,0,6,1,17,2
02213,9,8,1,0,0,6,0,0,0,3
02214,1,1,0,0,0,0,0,0,0,1
02215,18,14,3,1,0,0,2,1,9,6
02216,5,5,0,0,0,0,0,1,2,2
02217,39,28,7,3,0,4,3,4,18,10
02218,23,18,4,0,0,2,2,4,13,2
02219,4,2,1,0,0,1,0,0,1,2
02220,11,10,0,0,0,5,1,1,1,3
02221,5,4,0,0,0,1,0,1,2,1
02222,2,2,0,0,0,0,0,0,1,1
02223,5,4,0,0,0,2,0,2,0,1
02224,5,3,1,0,0,0,1,1,2,1
02225,0,0,0,0,0,0,0,0,0,0
02226,23,15,3,2,0,0,3,2,15,3
02227,2,2,0,0,0,0,0,0,1,1
02228,11,9,0,2,0,0,1,3,3,4
02229,2,2,0,0,0,0,0,1,0,1
02230,5,4,1,0,0,0,1,1,2,1
02231,10,9,1,0,0,2,1,2,3,2
02232,18,9,5,3,0,2,1,0,4,11
02233,5,4,1,0,0,2,0,0,2,1
02234,6,5,1,0,0,2,0,0,2,2
02235,2,2,0,0,0,0,0,0,0,2
02236,11,8,0,0,0,1,0,3,5,2
02237,50,38,8,3,0,7,4,2,26,11
02238,27,19,7,0,0,1,2,6,12,6
02239,29,23,2,2,0,4,4,7,9,5
02240,6,5,0,0,0,3,1,0,2,0
02241,8,5,1,0,0,2,0,3,2,1
02242,25,23,0,0,0,20,1,2,0,2
02243,85,55,16,5,1,6,8,12,49,10
02244,4,4,0,0,0,2,0,0,1,1
02245,25,18,4,2,1,0,1,10,9,5
02246,10,8,1,0,0,3,0,3,2,2
02248,3,3,0,0,0,2,0,0,0,1
02249,6,5,1,0,0,2,0,0,3,1
02250,2,2,0,0,0,0,1,0,0,1
02251,1,1,0,0,0,0,0,0,0,1
02252,2,2,0,0,0,1,0,0,0,1
02253,6,6,0,0,0,4,0,1,0,1
02254,2,1,0,0,0,1,0,0,1,0
02255,1,1,0,0,0,0,0,0,0,1
02256,5,4,0,0,0,3,0,1,0,1
02257,9,8,0,0,0,2,1,3,2,1
02258,9,8,1,0,0,1,0,1,5,2
02259,9,9,0,0,0,1,0,0,5,3
02260,7,7,0,0,0,3,1,0,1,2
02261,6,3,1,0,0,2,2,1,0,1
02262,5,5,0,0,0,0,0,3,1,1
02263,2,2,0,0,0,1,0,0,0,1
02264,25,21,2,0,0,8,1,7,6,3
02265,1,1,0,0,0,0,0,0,0,1
02266,3,2,0,0,0,2,0,0,0,1
02267,5,5,0,0,0,2,0,0,2,1
02268,17,13,0,0,0,7,4,1,3,2
02269,8,8,0,0,0,6,0,0,1,1
02270,7,6,1,0,0,5,0,0,1,1
02271,5,3,0,0,0,4,0,0,0,1
02272,3,3,0,0,0,1,1,0,0,1
02273,4,3,1,0,0,1,0,0,2,1
02274,13,12,0,0,0,7,0,1,3,2
02275,4,3,0,1,0,0,1,0,0,3
02276,2,2,0,0,0,1,0,0,0,1
02277,3,3,0,0,0,0,0,1,1,1
02278,3,3,0,0,0,1,0,0,1,1
02279,28,17,7,2,1,5,5,1,15,2
02280,6,4,0,0,0,2,0,2,1,1
02281,5,5,0,0,0,0,0,2,2,1
02282,6,4,1,0,0,2,0,1,1,2
02283,11,10,0,0,0,6,1,0,2,2
02284,3,1,0,0,0,1,0,0,1,1
02286,17,13,2,0,0,9,2,0,4,2
02287,18,11,6,1,0,0,4,4,8,2
02288,9,7,1,0,0,1,0,3,3,2
02289,8,7,0,0,0,4,0,0,3,1
02290,75,60,9,1,0,22,3,5,38,7
02291,7,6,1,0,0,2,1,1,1,2
02292,37,26,8,1,1,0,5,2,23,7
02293,10,9,0,0,0,3,1,3,1,2
02294,7,3,3,0,1,0,0,3,3,1
02295,29,24,3,0,0,5,2,3,15,4
02296,26,18,4,2,0,3,5,1,11,6
02297,4,2,0,0,0,2,0,1,0,1
02298,25,20,3,0,0,3,2,2,15,3
02299,7,5,0,1,0,0,1,1,3,2
02302,11,10,0,0,0,1,0,4,4,2
02303,82,56,17,1,1,0,1,1,78,2
02304,93,64,13,5,1,1,6,11,48,27
02305,90,62,17,3,0,1,13,5,61,10
02306,10,8,0,0,0,2,1,1,2,4
02307,47,33,5,4,0,1,5,4,27,10
02308,8,7,0,0,0,3,0,2,1,2
02309,6,6,0,0,0,0,0,2,2,2
02310,7,7,0,0,0,3,0,1,2,1
02311,4,4,0,0,0,2,0,0,1,1
02312,22,18,3,0,0,7,1,4,8,2
02313,9,9,0,0,0,2,2,0,3,2
02315,31,24,5,0,0,3,3,5,11,9
02316,5,3,2,0,0,0,0,1,3,1
02317,1,1,0,0,0,0,0,0,0,1
02318,22,18,2,0,0,3,3,4,8,4
02319,9,8,0,0,0,3,0,1,2,3
02320,3,2,0,0,0,2,0,0,1,0
02321,34,21,5,5,0,6,2,2,16,8
02322,6,6,0,0,0,4,0,1,0,1
02323,5,4,0,0,0,4,0,0,0,1
02324,3,3,0,0,0,2,0,0,0,1
02326,7,4,2,0,0,2,0,0,1,4
02327,7,4,2,0,0,3,1,1,1,1
02328,14,10,1,1,0,4,3,1,3,3
02329,8,7,1,0,0,0,0,3,3,2
02330,15,15,0,0,0,2,1,3,7,2
02331,1,1,0,0,0,0,0,0,0,1
02332,8,4,2,0,0,3,0,2,2,1
02333,2,2,0,0,0,0,0,0,1,1
02334,57,37,15,1,1,4,8,5,28,12
02335,2,1,0,0,0,1,0,0,0,1
02336,10,8,2,0,0,1,0,1,2,6
02337,2,2,0,0,0,1,0,0,0,1
02338,11,10,0,0,0,5,2,1,2,1
02339,10,10,0,0,0,1,1,3,2,3
02340,121,70,32,13,2,0,15,13,75,18
02341,3,2,0,0,0,1,0,1,0,1
02342,3,2,0,0,0,2,0,0,0,1
02343,3,3,0,0,0,2,0,0,0,1
02345,2,2,0,0,0,1,0,0,0,1
02346,13,10,3,0,0,3,1,5,2,2
02347,9,8,0,0,0,6,1,1,0,1
02349,1,1,0,0,0,0,0,0,0,1
02350,3,2,0,0,0,1,0,0,1,1
02351,2,1,0,0,0,1,0,0,0,1
02352,12,9,0,0,0,4,0,2,4,2
02353,12,12,0,0,0,6,1,0,4,1
02354,2,2,0,0,0,0,1,0,0,1
02355,17,12,1,0,0,4,2,2,8,1
02356,8,6,2,0,0,1,2,1,3,1
02357,3,3,0,0,0,1,0,0,1,1
02358,2,1,1,0,0,0,0,0,1,1
02359,13,8,5,0,0,2,2,4,2,3
02360,83,62,16,1,0,7,8,5,47,16
02361,164,114,31,11,1,4,14,9,102,35
02362,3,3,0,0,0,0,0,1,1,1
02363,8,6,1,1,0,0,4,1,1,2
02364,6,5,0,0,0,1,0,2,2,1
02366,4,3,1,0,0,0,1,1,0,2
02367,5,5,0,0,0,2,0,0,1,2
02368,6,4,1,0,0,0,1,2,1,2
02369,4,3,0,0,0,3,0,0,0,1
02370,11,11,0,0,0,2,0,2,4,3
02371,28,16,7,1,1,1,2,2,19,4
02372,19,11,7,1,0,1,2,1,10,5
02373,4,2,0,1,0,1,0,1,1,1
02374,11,9,1,0,0,3,1,1,4,2
02375,5,4,1,0,0,2,0,2,0,1
02376,3,3,0,0,0,2,0,0,0,1
02377,5,5,0,0,0,3,0,0,1,1
02378,4,3,0,0,0,1,0,1,0,2
02379,7,5,0,0,0,2,1,0,2,2
02380,2,2,0,0,0,1,0,0,0,1
02381,230,152,50,6,3,5,16,4,147,58
02382,31,17,11,1,0,2,6,3,15,5
02383,28,22,3,1,0,5,2,5,14,2
02384,2,2,0,0,0,1,0,0,0,1
02385,4,4,0,0,0,3,0,0,0,1
02386,7,7,0,0,0,3,0,0,3,1
02387,18,13,3,1,1,0,5,3,8,2
02388,6,5,1,0,0,2,0,2,1,1
02389,14,13,0,0,0,1,1,1,9,2
02390,3,3,0,0,0,2,0,0,0,1
02391,2,2,0,0,0,2,0,0,0,0
02392,5,5,0,0,0,0,0,0,3,2
02393,1,1,0,0,0,0,0,0,0,1
02395,3,3,0,0,0,1,0,0,1,1
02396,3,3,0,0,0,1,0,0,1,1
02397,24,16,5,2,0,3,4,3,8,6
02398,6,5,1,0,0,2,1,0,0,3
02399,13,10,3,0,0,3,1,4,3,2
02400,2,2,0,0,0,0,0,0,1,1
02401,8,6,0,0,0,2,0,4,1,1
02402,1,1,0,0,0,0,0,0,0,1
02403,6,4,0,0,0,3,0,0,2,1
02404,4,3,0,0,0,2,0,0,0,2
02405,11,9,0,0,0,4,0,2,3,2
02406,1,1,0,0,0,0,0,0,1,0
02407,3,3,0,0,0,0,0,0,1,2
02408,886,579,190,39,12,7,44,44,602,189
02409,5,4,0,0,0,1,0,0,2,2
02410,3,2,0,0,0,1,0,0,0,2
02411,4,3,0,0,0,0,0,1,2,1
02412,5,5,0,0,0,3,0,0,1,1
02413,7,6,1,0,0,0,0,3,3,1
02414,5,5,0,0,0,3,1,0,0,1
02415,3,3,0,0,0,1,0,0,1,1
02416,8,8,0,0,0,5,0,1,0,2
02417,2,2,0,0,0,0,0,1,0,1
02418,1,1,0,0,0,0,0,0,0,1
02419,7,7,0,0,0,3,0,1,2,1
02420,21,20,1,0,0,3,1,6,9,2
02421,3,3,0,0,0,2,0,0,0,1
02422,7,6,0,0,0,3,0,0,2,2
02423,6,5,1,0,0,1,0,0,3,2
02424,3,3,0,0,0,1,0,0,1,1
02425,5,5,0,0,0,2,0,0,1,2
02426,9,7,2,0,0,3,1,0,2,3
02427,3,2,0,0,0,0,0,0,2,1
02428,2,1,0,0,0,1,0,0,0,1
02429,2,2,0,0,0,1,0,0,0,1
02430,29,20,6,2,1,1,3,1,11,13
02431,1,1,0,0,0,0,0,0,0,1
02432,1,1,0,0,0,1,0,0,0,0
02433,15,12,2,0,0,3,0,2,8,2
02435,2,1,0,0,0,1,0,0,0,1
02438,12,11,0,0,0,4,0,1,4,3
02439,25,21,2,0,0,9,0,9,3,4
02440,5,4,0,0,0,2,0,0,1,2
02441,5,5,0,0,0,2,0,0,2,1
02442,3,3,0,0,0,1,1,0,0,1
02443,5,5,0,0,0,0,0,2,2,1
02444,5,3,0,0,0,1,0,2,1,1
02445,6,5,0,0,0,2,1,0,2,1
02446,1,1,0,0,0,0,0,0,0,1
02447,5,5,0,0,0,3,0,0,1,1
02448,4,3,0,0,0,1,0,0,2,1
02449,4,4,0,0,0,2,0,0,1,1
02450,13,11,0,0,0,5,2,2,2,2
02451,3,2,1,0,0,1,0,0,1,1
02452,4,4,0,0,0,1,0,1,1,1
02453,9,8,1,0,0,0,2,2,3,2
02454,12,12,0,0,0,4,0,2,6,0
02455,7,5,0,0,0,2,0,2,2,1
02456,4,4,0,0,0,1,1,0,0,2
02457,8,6,1,1,0,2,1,0,3,2
02458,18,15,1,0,0,6,2,3,6,1
02459,10,8,1,0,0,2,0,2,5,1
02460,5,3,0,0,0,2,0,0,1,2
02461,12,11,1,0,0,0,3,3,3,3
02462,5,4,0,0,0,2,0,1,1,1
02463,3,3,0,0,0,1,0,1,0,1
02464,11,9,2,0,0,1,2,3,4,1
02465,10,10,0,0,0,3,0,3,2,2
02466,4,4,0,0,0,2,0,1,0,1
02467,3,2,1,0,0,0,0,0,3,0
02468,67,50,10,3,0,4,6,5,40,12
02469,12,11,0,0,0,0,3,2,5,2
02470,12,11,0,0,0,7,0,1,2,2
02471,1,1,0,0,0,0,0,0,0,1
02472,8,4,2,0,0,3,0,2,1,2
02473,4,4,0,0,0,1,0,1,1,1
02474,4,2,0,0,0,0,0,1,1,2
02476,8,7,1,0,0,0,1,2,2,3
02477,37,27,6,4,0,1,4,5,25,2
02478,5,4,1,0,0,1,0,0,2,2
02480,6,5,0,0,0,2,0,1,2,1
02481,11,9,0,0,0,3,1,0,6,1
02482,2,2,0,0,0,1,0,0,0,1
02483,11,9,0,1,0,4,0,1,2,4
02484,8,7,0,1,0,1,0,2,3,2
02485,5,4,1,0,0,1,0,1,2,1
02486,3,3,0,0,0,2,0,0,0,1
02487,7,7,0,0,0,1,0,1,3,2
02488,2,2,0,0,0,1,0,0,0,1
02489,7,6,0,0,0,0,0,0,6,1
02490,5,3,1,0,0,0,0,0,4,1
02491,18,17,0,0,0,10,1,1,5,1
02492,6,5,0,0,0,1,0,2,1,2
02493,8,7,1,0,0,2,0,2,3,1
02494,5,5,0,0,0,0,1,0,1,3
02495,15,12,2,0,0,3,1,4,5,2
02496,3,3,0,0,0,1,0,0,1,1
02497,18,15,3,0,0,1,0,2,11,4
02498,16,12,1,0,0,2,1,5,6,2
02499,1,1,0,0,0,0,0,0,0,1
02500,8,6,0,0,0,0,0,3,2,3
02501,2,2,0,0,0,1,0,0,0,1
02502,53,38,12,1,1,1,6,4,29,13
02503,11,8,2,0,0,0,3,0,5,3
02504,15,12,1,1,0,0,3,2,6,4
02505,4,3,1,0,0,1,0,0,2,1
02506,4,4,0,0,0,0,0,0,3,1
02507,4,2,2,0,0,1,2,0,0,1
02508,8,6,0,0,0,2,1,1,3,1
02509,3,3,0,0,0,0,0,0,2,1
02510,2,2,0,0,0,0,0,0,0,2
02511,6,5,0,0,0,3,0,1,1,1
02512,3,3,0,0,0,0,0,0,1,2
02513,3,1,0,0,0,2,0,0,0,1
02514,18,14,0,2,1,3,5,2,7,1
02515,2,2,0,0,0,1,0,0,0,1
02516,2,1,0,0,0,1,0,0,0,1
02517,4,4,0,0,0,1,0,1,1,1
02518,11,10,0,0,0,7,0,3,0,1
02519,8,7,0,0,0,3,1,1,0,3
02520,15,10,3,0,0,2,1,4,6,2
02521,32,24,5,0,0,1,4,6,18,3
02522,1,1,0,0,0,0,0,0,0,1
02523,5,4,0,0,0,4,0,0,0,1
02524,12,9,1,0,0,3,0,2,5,2
02525,19,10,6,2,1,1,5,1,9,3
02526,5,4,0,0,0,3,0,0,0,2
02527,8,8,0,0,0,3,1,1,1,2
02528,8,6,0,0,0,4,0,2,1,1
02529,4,4,0,0,0,1,0,0,2,1
02530,1,1,0,0,0,0,0,0,0,1
02531,1,1,0,0,0,0,0,0,0,1
02532,29,21,5,2,0,4,2,1,11,11
02533,2,2,0,0,0,1,0,0,0,1
02534,2,2,0,0,0,1,0,0,0,1
02535,4,3,0,0,0,3,0,0,0,1
02536,4,3,0,0,0,2,0,1,0,1
02537,5,5,0,0,0,2,1,0,1,1
02538,3,1,1,0,0,1,0,0,1,1
02539,10,8,0,0,0,2,0,2,2,4
02540,8,5,1,0,0,4,0,0,1,3
02541,11,8,1,0,0,3,1,2,2,3
02542,1,1,0,0,0,0,0,0,0,1
02543,56,44,9,1,0,4,5,7,27,13
02544,10,5,1,0,0,1,1,4,1,3
02545,7,3,2,0,0,2,1,0,1,3
02546,5,5,0,0,0,2,0,1,0,2
02547,4,4,0,0,0,3,0,0,0,1
02548,8,5,3,0,0,2,1,1,3,1
02549,24,16,6,2,0,0,2,6,15,1
02550,2,2,0,0,0,0,0,0,1,1
02551,3,3,0,0,0,1,0,0,1,1
02552,7,6,0,0,0,2,1,1,1,2
02553,12,10,1,0,0,5,0,1,3,3
02554,19,14,4,0,0,1,0,5,11,2
02555,33,24,4,1,0,5,4,7,14,3
02556,2,1,0,0,0,1,0,0,0,1
02557,3,3,0,0,0,1,0,0,1,1
02558,83,55,9,4,1,11,8,1,48,15
02559,17,15,0,0,0,7,1,2,4,3
02560,5,3,1,0,0,0,1,1,0,3
02561,5,5,0,0,0,1,0,1,2,1
02562,5,5,0,0,0,4,0,0,0,1
02563,5,5,0,0,0,3,0,0,1,1
02564,7,6,0,1,0,2,1,0,2,2
02565,3,2,0,0,0,1,0,1,0,1
02566,12,9,3,0,0,1,0,3,5,3
02567,7,7,0,0,0,3,0,2,0,2
02568,5,4,0,0,0,1,0,0,3,1
02569,11,10,1,0,0,3,1,1,3,3
02570,4,3,1,0,0,2,0,0,1,1
02571,11,8,2,1,0,0,1,0,6,4
02572,6,5,0,0,0,3,0,1,1,1
02573,2,2,0,0,0,1,0,0,0,1
02574,24,16,4,1,0,2,3,6,10,3
02575,48,33,10,1,1,6,3,5,23,11
02576,4,4,0,0,0,1,0,0,1,2
02577,4,3,0,0,0,2,0,0,0,2
02578,2,2,0,0,0,0,0,0,1,1
02579,3,2,0,0,0,1,0,0,1,1
02580,18,12,4,0,0,3,2,2,6,5
02581,4,3,1,0,0,0,0,2,0,2
02582,3,3,0,0,0,2,0,0,0,1
02583,2,2,0,0,0,0,0,0,1,1
02584,3,2,0,0,0,1,0,0,1,1
02585,11,9,0,0,0,4,0,2,3,2
02586,5,5,0,0,0,4,0,0,0,1
02587,5,4,0,0,0,2,0,1,1,1
02588,1,1,0,0,0,0,0,0,0,1
02589,4,4,0,0,0,1,0,0,2,1
02590,4,3,0,0,0,2,0,1,0,1
02591,2,1,0,0,0,1,0,0,0,1
02592,5,5,0,0,0,2,0,1,1,1
02593,8,5,1,0,0,1,0,2,2,3
02594,3,3,0,0,0,1,0,1,0,1
02595,18,18,0,0,0,13,1,3,0,1
02596,7,6,0,0,0,1,0,2,2,2
02598,15,11,0,0,0,3,1,3,6,2
02599,6,5,0,0,0,1,0,2,2,1
02600,13,10,2,0,0,3,0,3,4,3
02601,5,5,0,0,0,4,0,0,0,1
02602,35,24,7,2,0,1,5,6,15,8
02604,3,3,0,0,0,0,0,0,2,1
02605,3,3,0,0,0,1,0,0,1,1
02606,4,3,0,0,0,2,0,0,1,1
02607,13,7,4,2,0,1,3,0,8,1
02608,10,8,0,0,0,0,0,1,5,4
02609,2,2,0,0,0,1,0,0,0,1
02610,14,13,1,0,0,2,3,1,6,2
02612,2,2,0,0,0,0,0,0,1,1
02613,13,13,0,0,0,4,0,4,2,3
02614,2,1,0,0,0,1,0,0,0,1
02615,2,1,0,0,0,0,0,0,1,1
02616,4,4,0,0,0,1,0,0,2,1
02617,8,6,1,0,1,5,1,0,0,2
02618,12,11,0,0,0,4,0,2,4,2
02619,10,7,2,0,1,0,1,1,2,6
02620,18,13,4,1,0,1,5,2,6,4
02621,10,8,2,0,0,1,0,3,4,2
02622,2,2,0,0,0,1,0,0,0,1
02623,4,3,0,0,0,2,0,0,1,1
02624,6,5,0,1,0,1,0,2,1,2
02625,3,3,0,0,0,0,0,0,2,1
02626,6,4,0,0,0,4,0,0,1,1
02627,6,6,0,0,0,3,0,1,2,0
02628,6,4,0,0,0,1,0,0,4,1
02629,9,7,0,0,0,4,0,3,1,1
02631,5,5,0,0,0,1,0,2,0,2
02632,1,1,0,0,0,1,0,0,0,0
02633,1,1,0,0,0,0,0,0,0,1
02634,3,3,0,0,0,2,0,0,0,1
02635,5,5,0,0,0,1,1,0,2,1
02636,5,3,0,0,0,2,0,0,2,1
02637,11,10,0,0,0,5,0,0,3,3
02638,3,3,0,0,0,1,0,0,1,1
02639,4,4,0,0,0,1,1,1,0,1
02640,4,3,1,0,0,3,0,1,0,0
02641,6,6,0,0,0,4,0,0,1,1
02642,5,4,0,0,0,3,0,1,0,1
02643,18,15,3,0,0,2,1,4,9,2
02644,5,5,0,0,0,1,0,0,1,3
02645,4,2,1,0,0,1,0,1,1,1
02647,2,2,0,0,0,1,0,0,0,1
02648,56,44,8,2,0,10,5,6,28,7
02649,6,5,1,0,0,1,1,0,2,2
02650,10,9,1,0,0,3,1,4,1,1
02651,3,3,0,0,0,1,0,0,1,1
02652,5,5,0,0,0,2,0,1,1,1
02653,24,19,1,0,0,14,4,0,4,2
02654,2,2,0,0,0,0,0,0,1,1
02655,4,4,0,0,0,2,0,0,1,1
02656,11,9,0,0,0,3,0,1,4,3
02657,4,3,1,0,0,1,0,0,1,2
02658,5,5,0,0,0,3,0,0,1,1
02659,27,20,6,0,1,0,6,2,17,2
02660,1,1,0,0,0,0,0,1,0,0
02661,4,3,1,0,0,0,0,0,2,2
02662,11,6,3,0,0,3,5,0,1,2
02663,2,1,1,0,0,0,0,0,0,2
02664,1,1,0,0,0,0,0,0,0,1
02665,8,6,0,0,0,4,0,1,2,1
02666,38,29,6,1,0,1,1,3,21,12
02667,4,4,0,0,0,2,1,0,0,1
02668,28,20,6,0,0,3,4,5,10,6
02670,5,4,0,0,0,3,0,0,1,1
02671,9,7,1,0,0,2,1,1,2,3
02672,6,4,0,0,0,3,0,1,1,1
02673,8,7,1,0,0,2,0,2,1,3
02674,2,1,0,0,0,1,0,0,0,1
02675,2,2,0,0,0,0,0,0,1,1
02676,47,30,6,5,0,2,5,8,18,14
02677,4,3,0,0,0,2,0,0,0,2
02678,2,2,0,0,0,1,0,0,0,1
02679,3,3,0,0,0,1,0,0,1,1
02680,38,23,9,2,1,3,5,4,15,11
02681,7,7,0,0,0,1,0,1,3,2
02682,5,3,0,0,0,2,0,0,2,1
02683,2,2,0,0,0,1,0,0,0,1
02684,58,43,8,3,1,9,5,4,23,17
02685,3,3,0,0,0,0,0,1,1,1
02686,7,6,0,0,0,2,1,1,1,2
02687,15,12,1,0,0,2,2,1,9,1
02688,3,3,0,0,0,2,0,0,0,1
02689,3,3,0,0,0,2,0,0,0,1
02690,3,2,1,0,0,1,0,0,1,1
02691,1778,1237,317,78,12,13,95,133,1249,288
02693,9,6,1,0,0,2,1,4,1,1
02694,7,6,0,0,0,1,0,0,3,3
02696,1,1,0,0,0,0,0,0,0,1
02697,4,3,1,0,0,1,0,1,1,1
02698,2,2,0,0,0,0,0,0,1,1
02699,12,10,2,0,0,1,0,3,6,2
02701,21,19,0,0,0,15,0,2,2,2
02702,5,3,2,0,0,1,0,0,2,2
02703,12,7,3,1,0,1,2,0,5,4
02704,6,5,0,0,0,1,1,0,3,1
02705,8,6,0,0,0,3,0,1,2,2
02706,13,10,3,0,0,0,1,3,6,3
02707,6,5,0,0,0,3,0,1,1,1
02708,8,7,1,0,0,2,3,1,1,1
02709,5,5,0,0,0,1,0,2,1,1
02710,12,10,2,0,0,2,0,1,6,3
02711,6,6,0,0,0,0,0,0,5,1
02712,4,2,0,0,0,1,1,1,0,1
02713,9,6,1,0,0,3,1,1,3,1
02714,5,4,0,0,0,1,0,1,1,2
02715,1,1,0,0,0,0,0,0,0,1
02716,3,3,0,0,0,1,0,0,1,1
02717,9,8,0,0,0,3,1,1,3,1
02718,3,3,0,0,0,0,0,1,1,1
02719,30,27,2,0,0,0,4,4,11,11
02720,51,42,5,2,0,2,4,9,24,12
02721,8,6,0,0,0,1,0,4,2,1
02722,1044,774,152,35,5,21,49,69,732,173
02723,3,2,1,0,0,1,0,0,1,1
02724,2,2,0,0,0,1,0,0,0,1
02725,6,3,2,0,0,3,2,0,0,1
02726,6,5,1,0,0,1,0,2,2,1
02727,6,5,0,1,0,2,2,0,1,1
02728,4,3,0,0,0,2,0,0,1,1
02729,2,2,0,0,0,1,0,0,0,1
02730,8,8,0,0,0,1,1,1,3,2
02731,3,3,0,0,0,0,1,0,1,1
02732,6,5,0,0,0,5,0,0,0,1
02734,6,6,0,0,0,2,2,0,0,2
02735,2,2,0,0,0,1,0,0,0,1
02736,2,2,0,0,0,0,0,0,1,1
02737,16,13,3,0,0,6,3,1,3,3
02738,216,161,34,8,4,3,28,21,120,44
02739,11,8,3,0,0,1,0,4,5,1
02740,5,5,0,0,0,1,0,0,3,1
02741,5,1,3,0,0,0,0,0,3,2
02742,4,4,0,0,0,1,2,0,0,1
02743,5,4,0,0,0,2,0,0,1,2
02744,4,4,0,0,0,1,0,0,2,1
02745,7,5,1,0,0,3,0,0,3,1
02746,8,7,0,0,0,4,1,0,2,1
02747,2,2,0,0,0,1,0,0,0,1
02748,52,38,2,0,0,41,4,3,2,2
02749,5,4,0,0,0,1,2,0,1,1
02750,17,15,0,0,0,6,1,3,5,2
02751,2,1,1,0,0,0,0,1,0,1
02752,5,5,0,0,0,2,1,1,0,1
02753,10,10,0,0,0,3,0,1,2,4
02754,5,4,0,0,0,2,0,1,1,1
02755,16,12,2,0,0,0,2,3,7,4
02756,13,5,4,2,0,3,2,1,5,2
02757,7,6,0,0,0,1,1,0,2,3
02758,53,37,9,1,0,3,5,2,35,8
02759,11,8,2,1,0,3,1,2,2,3
02760,2,2,0,0,0,1,0,0,0,1
02761,2,1,0,0,0,1,0,0,0,1
02762,2,1,1,0,0,0,1,0,0,1
02763,6,6,0,0,0,0,1,0,3,2
02764,1,1,0,0,0,0,0,0,0,1
02765,1,1,0,0,0,0,0,0,0,1
02766,4,2,2,0,0,0,0,0,3,1
02767,3,2,0,0,0,0,0,0,2,1
02768,10,10,0,0,0,5,0,2,1,2
02769,14,7,2,2,0,3,2,2,3,4
02770,39,23,14,0,0,0,2,3,32,2
02772,2,2,0,0,0,1,0,0,0,1
02773,2,2,0,0,0,0,0,0,1,1
02774,2,2,0,0,0,0,0,0,1,1
02775,14,6,5,0,0,1,2,1,7,3
02776,16,13,2,0,0,2,1,2,8,3
02777,2,2,0,0,0,0,0,0,1,1
02778,5,5,0,0,0,1,1,0,2,1
02779,6,4,1,1,0,0,2,2,1,1
02780,15,11,3,1,0,1,2,3,5,4
02781,6,4,1,0,0,1,0,1,1,3
02782,3,3,0,0,0,1,0,1,0,1
02783,3,3,0,0,0,0,0,1,1,1
02784,4,2,0,0,0,2,0,0,1,1
02785,33,23,5,0,0,3,6,3,15,6
02786,4,3,0,0,0,0,1,0,2,1
02787,5,3,0,0,0,2,0,0,1,2
02788,4,3,1,0,0,0,0,1,1,2
02789,104,66,22,8,0,2,9,4,64,25
02790,7,5,0,0,0,3,0,1,2,1
02791,4,3,1,0,0,0,1,1,1,1
02792,4,4,0,0,0,0,0,1,2,1
02793,6,6,0,0,0,1,0,2,0,3
02794,4,3,0,0,0,0,0,1,2,1
02795,36,29,6,0,0,0,3,6,19,8
02796,4,2,1,0,0,1,1,0,1,1
02797,4,4,0,0,0,1,0,1,1,1
02798,22,20,2,0,0,4,3,7,6,2
02799,5,4,0,0,0,3,0,0,1,1
02800,6,6,0,0,0,3,0,0,1,2
02801,9,6,2,0,0,4,1,1,2,1
02802,4,4,0,0,0,1,0,1,1,1
02803,8,5,0,0,0,4,0,0,2,2
02804,5,4,0,0,0,4,0,0,0,1
02805,158,105,35,5,0,3,26,20,100,9
02806,2,2,0,0,0,1,0,0,0,1
02807,9,7,0,1,0,0,0,0,6,3
02808,1,1,0,0,0,0,0,0,0,1
02809,4,3,1,0,0,1,0,1,1,1
02810,292,218,44,17,1,14,42,19,176,41
02812,3,3,0,0,0,1,0,0,1,1
02813,12,11,0,0,0,6,0,1,3,2
02814,6,5,1,0,0,2,0,0,3,1
02815,5,5,0,0,0,1,0,0,2,2
02816,11,9,2,0,0,1,2,3,2,3
02817,0,0,0,0,0,0,0,0,0,0
02818,23,13,5,0,1,7,1,6,4,5
02819,4,3,0,0,0,2,0,1,0,1
02820,54,42,7,1,0,4,2,3,42,3
02821,7,6,1,0,0,0,2,1,2,2
02822,11,9,0,0,0,2,0,2,2,5
02823,2,2,0,0,0,0,0,0,1,1
02824,5,5,0,0,0,0,0,0,4,1
02826,9,9,0,0,0,4,2,1,1,1
02827,8,8,0,0,0,3,1,0,2,2
02828,1,1,0,0,0,1,0,0,0,0
02829,2,2,0,0,0,0,0,0,0,2
02830,22,13,6,0,0,3,2,2,10,5
02831,2,2,0,0,0,0,0,0,0,2
02832,7,7,0,0,0,5,1,0,0,1
02833,11,11,0,0,0,4,0,4,1,2
02834,4,3,0,0,0,2,0,0,1,1
03001,76,59,9,4,0,0,10,19,43,4
03002,8,7,0,0,0,3,0,0,4,1
03003,36,28,2,0,1,5,1,3,20,7
03004,3,3,0,0,0,0,0,1,1,1
