CODGEO,mean_salary,mean_salary_male,mean_salary_female,mean_salary_executive,mean_salary_executive_female,mean_salary_executive_male,mean_salary_middlemanagement,mean_salary_middlemanagement_female,mean_salary_middlemanagement_male,mean_salary_employee,mean_salary_employee_female,mean_salary_employee_male,mean_salary_worker,mean_salary_worker_female,mean_salary_worker_male,mean_salary_youngage,mean_salary_youngage_female,mean_salary_youngage_male,mean_salary_mediumage,mean_salary_mediumage_female,mean_salary_mediumage_male,mean_salary_oldage,mean_salary_oldage_female,mean_salary_oldage_male
01199,14.1312365658589,15.3144503661631,12.3432491622202,24.2442131164355,20.1416987623091,25.4620110600988,14.4410773150007,13.6808188942307,15.0304069999608,11.4315060103333,11.1258937059307,12.6584106129856,12.3548505641298,10.7736061750259,12.7169014665347,10.3543729333906,10.2151416333403,10.4468023867975,14.0966176685711,12.2005005587991,15.2848648313418,15.9271997491969,13.5332361476521,17.7065737346705
01202,14.9840940423368,16.141614505963,13.3113075592156,25.303180603585,22.1106253029683,26.7514382035153,16.2961762482527,14.9244843777149,17.3511959051109,11.6176594329195,11.3704553030866,12.6034788555521,12.6754295042912,11.347022309293,13.0913110858773,10.7665801237714,10.3351592320234,11.1096481469971,15.0585201762877,13.6341995165824,16.0314184492475,16.598374491315,13.9311405641214,18.3910920245024
01224,14.9322358882176,16.1648813609361,13.2541070676842,24.5863906344133,22.2474221266318,25.5465153302497,15.7883813614728,14.2219280074058,17.1420042334548,11.9663400591237,11.6200228523113,13.2591113041644,12.6900971501234,11.2610218439952,13.0967541262265,10.7515868454216,10.0935212502846,11.0977108668398,15.0535493412482,13.4588819717726,16.3056160080565,16.3779987710205,13.7369398731533,18.1938100410528
01232,14.2438580847185,15.333487579609,12.7420951879578,25.8888231840785,20.6996326680306,29.0065985576084,15.4137682083883,14.3224684565336,16.3756835404631,11.3397930202621,11.1446759724077,12.2157563633175,11.6925082159243,9.04782373832435,12.2271436225545,9.83240005406426,9.3281049366167,10.1337931814495,14.6150984815085,13.4743167221296,15.5004370113105,15.0465207737005,12.2393084837275,16.9428346617401
01238,19.0324191559153,21.0542198369725,16.2699644038297,27.8155187764721,22.8791393002701,30.3720736300828,17.2946093020313,15.8831938859776,18.625724244274,12.7590474877228,12.675345429041,13.0014028766349,13.457463302433,11.0753272613523,13.8286901165373,10.9825963627883,11.0119685824893,10.9639761695424,19.2267031944517,16.3833821867459,21.3305822191814,20.7365773061648,17.2876229522795,23.2995505712701
01244,15.9918920103379,17.3709353595224,14.126513898388,25.3394810494327,22.2349527660647,26.828474300588,15.8939794470803,14.8135013152454,16.7757114565398,11.8105364478812,11.6419718522969,12.273666777043,12.0388533230675,10.6390368787063,12.5010078974601,10.633868318292,9.95749578136197,11.0779789411856,16.0254326098431,14.4431534886455,17.2569095524765,18.3670269730788,15.131984521633,20.5815576606544
01246,14.2476822428235,14.9079120618899,13.2685450469116,25.2846246660088,21.3774292302321,27.4649488812102,15.7609881928564,15.210447042106,16.2358722348769,11.2928111498256,11.3813497292167,10.9854330642828,12.0598250866581,10.9564176640637,12.2998599490919,10.5614378841277,10.4106965569924,10.6698679877757,14.3862105903572,13.5738528385142,14.8949106414734,16.0265077920703,14.1296235206621,17.5258042981036
01248,18.4331545537613,20.2321163729939,16.1599293981233,27.0160938578475,23.4441333070129,28.8649129157759,16.1615527097219,15.670528802545,16.7770571409951,12.8720278908534,12.0915154442639,14.7037732238364,13.1274390913481,11.7289434358439,13.3380042270213,11.2496523526488,9.9571792085268,12.3211064085854,18.6304762202154,16.6326567371282,20.1156270962195,20.1276552423897,17.1965629391019,22.6389203354555
01249,17.1927139643794,18.4575097934307,15.5638929769027,26.7138524483488,24.2866461303297,28.0686049111543,15.9075112084774,15.1952877183914,16.5603487945837,12.3473289844219,12.2354241201444,12.651555117567,12.3867771580238,10.8089486064203,12.8205798423166,10.6393752619929,10.4173110156681,10.8391057351381,17.1525121222425,15.660311757664,18.271389009707,19.5830684710861,17.2445501381919,21.4634776412121
01254,17.5492019009587,19.5875812200553,14.6825847526331,28.528883522547,23.7908451059901,30.32387519179,16.8709267907158,14.8988845163558,18.8099875220227,12.3459741501523,11.7849497575911,14.3044799719577,12.6697648634853,11.3108770026385,12.8785302629337,10.6886699540172,10.1419434402334,10.9533584546412,17.4503922796521,14.5843401860316,19.4982881910113,19.772716649749,15.8624557274343,22.840931343767
01262,15.7990343736874,16.80172606479,14.2916614868439,24.7376586795165,22.1188458778539,26.058770476253,15.9196518215309,14.8914306317257,16.669641974866,12.0563586100501,11.7901265816169,12.9498936379245,12.2039658640258,10.8633520918065,12.5538982093085,10.9041761803316,10.3852380627332,11.2765151097191,15.9255332098709,14.6682748711873,16.7510254827823,17.8881403689735,15.3896890083561,19.5404767529536
01263,16.9815304165499,18.7964487220315,14.3607779262195,27.0915616779318,21.1996208036738,29.8611945213011,16.8028557393734,15.621530258908,17.6982872150857,12.0828371673837,11.7319843396168,13.3538559374869,12.8857222372704,10.753801268722,13.2919297796088,10.665326299416,10.8366301117714,10.5347381015937,16.5413859206926,14.0712761166022,18.263820025139,20.3227274361113,16.4685743994313,22.856995589417
01265,13.7715328700939,14.7897264837632,12.141219018183,22.4855832224316,20.9343220849302,22.9562633170236,15.6965728594985,13.457141198963,16.8966316510644,11.5632775822942,11.438582428955,11.9626257825074,12.1147148931818,10.8239700262386,12.6482281552272,10.459444347507,10.1835676132084,10.6158169012541,13.4330143634368,12.0514609502789,14.2794245716895,15.9350208567561,13.0915302424561,17.8610832953744
