CODGEO,mean_salary,mean_salary_executive,mean_salary_middlemanagement,mean_salary_employee,mean_salary_worker,mean_salary_youngage,mean_salary_mediumage,mean_salary_oldage,gender
01194,16.6519344204005,26.5275584379347,17.3641326990794,12.8213595507137,12.4359363577334,10.7267967625891,16.4921699905239,19.3511411331611,1
01199,12.3432491622202,20.1416987623091,13.6808188942307,11.1258937059307,10.7736061750259,10.2151416333403,12.2005005587991,13.5332361476521,2
01199,15.3144503661631,25.4620110600988,15.0304069999608,12.6584106129856,12.7169014665347,10.4468023867975,15.2848648313418,17.7065737346705,1
01202,16.141614505963,26.7514382035153,17.3511959051109,12.6034788555521,13.0913110858773,11.1096481469971,16.0314184492475,18.3910920245024,1
01202,13.3113075592156,22.1106253029683,14.9244843777149,11.3704553030866,11.347022309293,10.3351592320234,13.6341995165824,13.9311405641214,2
01224,16.1648813609361,25.5465153302497,17.1420042334548,13.2591113041644,13.0967541262265,11.0977108668398,16.3056160080565,18.1938100410528,1
01224,13.2541070676842,22.2474221266318,14.2219280074058,11.6200228523113,11.2610218439952,10.0935212502846,13.4588819717726,13.7369398731533,2
01232,15.333487579609,29.0065985576084,16.3756835404631,12.2157563633175,12.2271436225545,10.1337931814495,15.5004370113105,16.9428346617401,1
01232,12.7420951879578,20.6996326680306,14.3224684565336,11.1446759724077,9.04782373832435,9.3281049366167,13.4743167221296,12.2393084837275,2
01238,21.0542198369725,30.3720736300828,18.625724244274,13.0014028766349,13.8286901165373,10.9639761695424,21.3305822191814,23.2995505712701,1
01238,16.2699644038297,22.8791393002701,15.8831938859776,12.675345429041,11.0753272613523,11.0119685824893,16.3833821867459,17.2876229522795,2
01244,17.3709353595224,26.828474300588,16.7757114565398,12.273666777043,12.5010078974601,11.0779789411856,17.2569095524765,20.5815576606544,1
01244,14.126513898388,22.2349527660647,14.8135013152454,11.6419718522969,10.6390368787063,9.95749578136197,14.4431534886455,15.131984521633,2
01246,13.2685450469116,21.3774292302321,15.210447042106,11.3813497292167,10.9564176640637,10.4106965569924,13.5738528385142,14.1296235206621,2
01246,14.9079120618899,27.4649488812102,16.2358722348769,10.9854330642828,12.2998599490919,10.6698679877757,14.8949106414734,17.5258042981036,1
01248,20.2321163729939,28.8649129157759,16.7770571409951,14.7037732238364,13.3380042270213,12.3211064085854,20.1156270962195,22.6389203354555,1
01248,16.1599293981233,23.4441333070129,15.670528802545,12.0915154442639,11.7289434358439,9.9571792085268,16.6326567371282,17.1965629391019,2
01249,15.5638929769027,24.2866461303297,15.1952877183914,12.2354241201444,10.8089486064203,10.4173110156681,15.660311757664,17.2445501381919,2
01249,18.4575097934307,28.0686049111543,16.5603487945837,12.651555117567,12.8205798423166,10.8391057351381,18.271389009707,21.4634776412121,1
01254,14.6825847526331,23.7908451059901,14.8988845163558,11.7849497575911,11.3108770026385,10.1419434402334,14.5843401860316,15.8624557274343,2
01254,19.5875812200553,30.32387519179,18.8099875220227,14.3044799719577,12.8785302629337,10.9533584546412,19.4982881910113,22.840931343767,1
01262,14.2916614868439,22.1188458778539,14.8914306317257,11.7901265816169,10.8633520918065,10.3852380627332,14.6682748711873,15.3896890083561,2
01262,16.80172606479,26.058770476253,16.669641974866,12.9498936379245,12.5538982093085,11.2765151097191,16.7510254827823,19.5404767529536,1
01263,14.3607779262195,21.1996208036738,15.621530258908,11.7319843396168,10.753801268722,10.8366301117714,14.0712761166022,16.4685743994313,2
01263,18.7964487220315,29.8611945213011,17.6982872150857,13.3538559374869,13.2919297796088,10.5347381015937,18.263820025139,22.856995589417,1
01265,12.141219018183,20.9343220849302,13.457141198963,11.438582428955,10.8239700262386,10.1835676132084,12.0514609502789,13.0915302424561,2
01265,14.7897264837632,22.9562633170236,16.8966316510644,11.9626257825074,12.6482281552272,10.6158169012541,14.2794245716895,17.8610832953744,1
01266,14.2205708910164,23.2710454765814,15.8625481270301,11.1557171378891,12.4026270632648,10.8081498131987,14.4939428805981,16.1472184508123,1
01266,12.3903646879553,21.1310557841806,14.3627935482201,10.8908488383315,10.7460662701413,10.3175329938723,12.7834888343756,13.3204287723947,2
01269,13.5282284456695,25.4473539962827,14.929176114076,12.0040523853996,11.8099694944834,11.2355642253318,12.9533760647621,15.6932858997764,1
01269,12.2694288884167,21.1444011583677,14.8692099700657,11.2460061075693,10.3945796406684,10.4933610365282,12.1213234378484,13.5845727794667,2
01275,19.4393541925449,29.5195204530288,15.7725644650943,12.9034790543213,11.5866230694343,10.7607253333826,19.1354750350131,22.7037050123786,2
01275,26.6848903498973,37.0657185878872,35.075333577308,14.2925745726623,12.1589282862685,41.4448348455714,21.4174949418085,29.9187690140803,1
01281,14.6948834363106,28.3767224705336,15.0413089619971,10.6699669459659,12.1369417265011,11.8315079949983,14.1417162509917,18.2244490580414,1
01281,15.8479878412993,30.8681103505782,15.9762044029182,12.7433957865923,10.5729806780866,11.5786348280108,13.7572648962616,22.6862834994243,2
01283,13.7275290350535,25.2117800938424,15.9423967053496,11.4274751970843,11.7541630042383,10.7498102360857,13.505680837571,15.3566612349019,1
01283,12.0106738378718,21.774800160802,13.587665388774,11.2584831181483,10.3154901945458,10.1367505565184,11.8314476536767,13.1413402718263,2
01288,16.545524406493,25.0158247005427,17.4724696107456,12.3237150945245,13.4708524888695,10.9201200173232,17.3189160039716,17.5148906642136,1
01288,13.4034324683099,20.7948554306535,15.010512888272,11.5437229839007,10.4982988193843,10.9603935697913,13.9114062882128,13.8029950273524,2
01289,13.6986659133045,23.901699614888,14.9904867312562,11.563277782938,10.6586531721918,10.0614026974821,13.6453351903789,15.0106901192762,2
01289,15.6904005290968,25.8272341165403,16.6879319957137,13.2830584189384,12.4088424001241,10.6302731599061,15.0186179077876,18.7087591243928,1
01301,13.2940802608727,19.9322927501872,14.5333454334003,11.6901447602748,10.9153585970498,10.5173646455634,13.2095543312429,14.3018745117587,2
01301,15.7434369164797,27.5554641872059,16.5884548042559,12.3128414895063,12.493670431517,11.3434179339256,14.7189367001599,19.4739077964008,1
01304,12.8878957273065,19.5371508325545,13.9071754692643,11.4360566612194,11.0725930352482,10.2257187546391,13.0487311982156,13.5925691633997,2
01304,15.3102865253216,24.4444933015277,16.193763194482,12.7467360108041,12.7032401276393,10.6414117118551,15.1305787718234,17.6962659595868,1
01305,11.847959991364,21.209235031324,14.1000470386063,10.7302701230461,10.7688691827395,9.98930068613029,11.8720194576612,12.8490255845734,2
01305,13.1928453380075,23.8963410212755,14.5925217932333,10.561969087139,11.6695197408228,10.9542217069005,12.9198225665793,15.553927444813,1
01313,15.7109844572739,33.9406162130705,14.8725334512433,11.5857862444095,10.8758300199278,10.4128417699206,15.215333741206,20.4127801942258,2
01313,17.3391794077331,39.9503267975252,15.5436595809331,11.2874988529762,12.1428063190203,11.1546719510507,16.4470267109619,22.4352925675589,1
01320,13.3492092001893,21.1615330155067,14.598850855841,11.7413659650745,10.3685887603632,9.90935737780104,13.4852204624748,13.9905912911377,2
01320,16.0784854083738,25.0155551779579,16.7106110558054,12.7624740689534,12.4072274259781,10.3792534492393,16.5096213671825,17.3096786119111,1
01322,16.9496980264377,26.6336239304037,15.372965489653,12.2217431416725,11.1257303054244,9.83596165025068,17.0070622557495,19.1535711670767,2
01322,21.1894308921917,31.0409169261727,17.8207585662086,14.4673961571054,13.0632070080347,10.3357216723685,20.1128401656077,25.8343043305152,1
01333,14.9334801468057,22.3302584754362,15.4676907382709,11.9383743141593,11.233838286296,10.3822522932514,14.8869840287331,16.585239971128,2
01333,17.9138045261994,25.9589572862983,17.8291887476795,13.8845615643233,12.9960961485104,10.3287487858764,17.6274567755358,21.2800676068947,1
01344,13.7854639369261,23.0641189065844,14.6455948047867,11.4515984585893,10.2887875368974,10.0669411139767,13.4282952923119,15.2551285756793,2
01344,16.5714529305686,26.6120995735069,17.2692367455135,12.2402916120826,12.426447383268,10.7543964839849,15.9830351089188,19.4272223396278,1
01345,12.833140680789,20.7737586774725,13.9052196335395,10.8323375151694,11.1226459187032,10.0817380494249,12.8082450514664,13.8958185371202,2
01345,15.9604599408195,27.1307275376668,16.2335813687123,12.2794206023027,12.9898574548877,11.3651126848251,15.8841583128935,18.1049834043942,1
01347,16.7062360857203,26.3474597457676,15.8149086071482,12.8960705894706,10.8579976080374,10.2971829721012,16.7115013763903,18.4357561486822,2
01347,20.6641674654947,29.3288186527816,18.4702705453035,12.5688132949516,13.0360159734299,11.6716379915804,18.496046164397,27.2402412335657,1
01348,12.9702311054456,23.3200111739156,14.0590004463934,11.4936585112998,11.0925778915356,10.2832135784545,13.40024820933,12.8938950668014,2
01348,16.4039320815532,27.7135615546148,17.1647256145145,12.1285350547682,12.9850211827623,10.851801099858,16.13222670703,19.0736209274565,1
01350,13.1153673827766,21.5868015988987,14.1951666270497,11.3907703298616,10.5912549212823,9.87952799988444,13.2149011462386,14.0335994499722,2
01350,15.4358667681604,25.8349239390353,16.0291893116629,12.578036513615,12.2482169654291,10.6114132586325,15.4604351022005,17.2798131826184,1
01354,13.6281483082092,24.4312010555662,16.975615870992,11.2546391617434,9.96540135415208,10.7289388444822,13.8882047778703,15.4499183401116,2
01354,15.0830387509629,27.285814020112,15.1737755780831,11.4041684050852,12.7253867655792,10.3150230255631,15.2966924571037,16.7229071250429,1
01376,13.7290148033991,20.8390395861196,15.0302481132728,11.5715654902302,11.0988363764144,10.2092251315694,14.465277136427,13.765419326853,2
01376,16.0962921505225,24.4616938763332,16.2626597821401,11.5951951450314,12.7678728673235,11.0929032193041,15.7648247131823,18.8468774553892,1
01378,16.0264509793346,23.3368876832766,16.0171444044637,12.3557646406566,12.6718143111837,10.7972514623014,16.4261095599343,16.8161708807369,2
01378,18.2029615105745,26.4077110510032,18.4780312616623,13.4642210135136,13.2974274602687,11.0604191301348,18.1144938666097,20.5366891726466,1
01384,12.1071145453225,18.9559753804671,13.0025690144365,11.0708135338341,11.6162283026691,10.0619736660967,12.2250789237214,12.8361305000552,2
01384,13.5632118805076,21.0624046324947,15.0659218733277,10.9921546099304,12.2169984432237,10.4407495449076,13.7351428630764,14.6295460738,1
01399,16.9161297858988,30.5169372043978,14.8785095781633,13.2663651881995,12.4988930995335,10.4342648707234,18.6208930145264,15.3474248295805,1
01399,14.1517604670669,24.2733238729206,14.4759248183531,12.0220155550636,10.5850235021329,10.6093801984505,14.6294262735057,14.3711902126879,2
01401,16.0359940544146,31.1027253745699,17.8990390347549,10.8360759165288,11.8043779550347,10.2590060229762,15.5969348692565,22.2824268855526,1
01401,14.7993951533513,25.2859989063998,15.6936543970269,11.4653187121522,9.67729726410859,8.85947004046622,15.7324963393939,14.3940080943797,2
01419,13.4959478504601,21.6062808927926,14.7613377520695,11.5057452421997,10.2524500972025,9.86038838247642,14.1805255686475,13.9803766828361,2
01419,17.1806096969536,39.7799027236236,16.5517117630167,11.347925382304,13.4381533156826,11.1942816325601,17.582064745819,20.7011162969541,1
01426,14.9743842195409,25.836612844748,16.4820942025162,12.0465728148439,12.0248281967798,10.2400425597777,14.4098853653348,17.8620035580513,1
01426,13.1452196786272,23.4188098837577,14.42123823328,11.3812449430856,10.3865066182042,9.73855717055893,13.0083421669253,14.4937991725643,2
01427,17.7164492329007,28.7292124797769,17.0458470997791,12.5493569102306,12.3505337115882,11.0697798747516,16.8653066558918,23.2522936805158,1
01427,14.4776174824895,23.0966675939003,14.5121601425312,11.8363882754901,10.5800872736443,10.2332755829525,14.7470807314942,15.5984342661895,2
01435,12.5302939741564,20.3279784091609,14.8497146621029,10.9348736473964,12.6797591806733,9.85080906893509,12.1598421163986,14.7503536801088,2
01435,14.728884032979,21.3741934298863,15.6935033764957,11.7153636915116,13.2731170832764,11.0964519710761,14.9379944781325,16.3126638842012,1
01443,13.5150285048986,20.5176727221782,14.2995663084948,12.1799510676106,9.61104569639041,9.76993376941753,13.6532563158113,14.7724663712292,2
01443,15.6293217210797,24.1218983312403,16.4390502295775,12.1826215485474,12.0721194272075,10.7994191930292,15.1097716617334,18.804906865929,1
01450,14.7697268011754,22.9459659962923,14.8296858709919,12.1066049405285,11.3480658830397,10.3660708453831,14.830926542769,15.6670955908469,2
01450,18.4982061955636,29.8279744344084,17.5543483259674,12.7900031419125,12.8452129595716,10.616764172902,17.6224515681467,23.4244069189887,1
01451,13.6431086036152,21.223360759517,14.9999799634895,11.7261453139614,10.5964781669106,10.3209532388022,13.4653822341907,15.1780921812572,2
01451,16.1679694570999,26.5780006849953,16.5670762225746,12.9265553333314,12.58948376885,10.7667590880976,15.940140507994,18.4685777387581,1
01457,12.4301682579316,21.5184619133517,13.9750494485769,10.5729153614127,11.6996359308271,9.90598676595686,12.2547887206668,13.6242596804443,2
01457,14.1279945625232,23.8983786347754,15.8632223043399,11.62213822981,11.9966501710965,10.8610769926762,14.2499687570368,15.6350275730349,1
02018,12.964501806491,19.691410393283,14.728264728779,10.8774382239329,9.99369612616274,10.4286280672914,13.0170795366472,14.2660260724436,2
02018,13.4761473861096,22.0899488617726,16.6705337149844,11.3412302892867,11.8911144544323,10.0031674253296,13.1732172945432,15.1070636763877,1
02028,12.4166552729105,18.732247837182,14.1433420798459,11.1344353646441,10.1272293880541,10.845322504703,12.2735011428888,13.0968548753947,2
02028,14.3327625386865,22.7863461662775,15.6659187181199,11.6289993231294,12.6589071333744,10.4264595529012,13.894455348481,16.4304794609605,1
02059,11.2782671227494,17.6847255275788,13.3327790857862,10.6194779770157,9.74864236346446,10.4347266316113,11.1588038375547,11.8357895597359,2
02059,13.371944030655,21.2777032734317,16.0940354235122,10.829773168616,12.455568231231,11.1085041229251,13.2654924651311,14.3747633313561,1
02064,13.515528598527,22.0580487669434,16.0999769569677,11.3304670623348,12.1418397731963,9.94874060397423,13.1891361603572,14.9805175419062,1
02064,12.2648041016156,20.9638405839057,14.5153560546858,10.8457917631372,9.85025154208714,10.166141570565,12.3970482901194,12.5485580593504,2
02095,12.605241044436,20.3109713799956,16.1676232858178,11.0530446074221,11.9812615218086,10.2971085355963,12.3327197357382,13.9762209119379,1
02095,11.3323273420672,23.8597809943827,12.9078862215647,10.0110559966855,10.2716991027044,9.96553489530685,10.7735473740249,13.3002872292862,2
02110,14.3645539240944,23.9946306425705,17.2691489845926,11.6780973356593,12.4478695026889,9.66789337934114,14.3454364650005,15.6232359613848,1
02110,12.1826463380262,19.3128251929951,14.4396789888429,11.2751685010697,9.83111875019741,10.5569773239439,12.6600060156142,11.7971284760267,2
02163,14.4928297440727,23.1987450047751,15.8395226195377,11.861934034315,12.7789339017662,11.5315957205969,14.3779430903722,16.0622925722225,1
02163,13.1461970436162,20.7442590946918,14.4209429872314,11.700718228421,11.3771548326296,9.32019187215789,13.0681600035046,15.0851211258589,2
02168,12.7248954498523,22.6184940661505,14.9739754900821,11.1225636798793,10.4018350166542,9.85291091991205,12.4209434839077,14.79899587054,2
02168,14.3933068935506,26.1723435297221,16.0984125027911,11.3561863252719,11.8719936057816,10.6953335337072,14.0723904287512,16.6067997481759,1
02173,13.9957525004059,23.8598241138487,16.7116469024377,11.1837609753241,11.9426960607969,10.3748287945978,13.7367877654022,16.0709715150032,1
02173,12.2408024982206,20.4141139509819,14.2308092822719,10.8354136817568,9.86904438907937,10.2625145367541,12.3697329083134,12.9516961404706,2
02243,12.326460324832,20.9035443329844,14.5016417748213,10.9006330897701,10.9744824849725,9.95169635835282,12.603547540311,12.8308888245126,2
02243,14.6521627317116,24.2986439946635,16.8120528066045,11.4128675470912,12.607950629689,11.1079468300147,15.0689164417917,15.3933480562764,1
02290,13.5963816681835,21.7157763746207,15.3640330650061,11.5056251439777,11.5288485761788,10.0683686530254,13.5635741827985,14.92047084563,2
02290,15.9395896702137,27.0360668876412,16.752846200928,12.1169457239782,13.2211686070746,11.1611296475471,15.3320993372402,18.6358547273882,1
02305,14.5843064561279,31.8801257026289,17.4262152638084,11.4906467182936,12.3479151207224,10.6497080182826,13.7037312511326,17.9690845888503,1
02305,12.6500919972435,24.3407700216845,14.4773567652681,11.2009020052215,10.3523590442062,10.2766574063063,11.9089698226916,14.7992469887003,2
02307,15.3564582267335,25.2272396981949,16.8957738084043,12.7995131462056,13.2418490151578,11.5274835012998,15.5294316590665,16.4577399916923,1
02307,13.2277719845329,27.3767903875598,15.5601333838214,11.8070851757941,10.8008798352792,10.0224357410557,13.0393888197713,15.2653948404891,2
02334,13.7735699115488,29.1675422710154,14.3079026032473,10.7970274628534,12.7019079762032,10.7594811663446,13.4656113375956,15.6704089027656,1
02334,12.5085688449017,27.8286235781497,14.6162967246224,10.7578436192036,10.7911625140265,9.87383889683585,12.2797888735226,13.7964662738529,2
02340,12.4108936818058,21.4854100254498,13.8666161776922,11.1682230844692,11.8171124522264,9.8683581066505,12.103073043455,13.6882801806652,2
02340,14.4489284934226,23.7992275692467,17.2653137510977,11.71205137888,12.7439242326978,10.6547598108471,13.7743283748453,16.8156969525548,1
02360,15.9723906011498,26.0570898922569,17.0133464016496,11.8924343856664,13.0304672418458,10.3922347445502,15.6062676527067,18.8209843378089,1
02360,13.5537923389738,23.1330480887528,14.2860740370974,11.5200916728031,10.7770967625005,9.82306440967175,13.4007894477379,15.4898293153083,2
02361,12.8583503322155,22.676653434522,15.6661032832987,10.3722001617517,12.2039655052606,10.7365050695596,12.6236295494793,14.1888512690512,1
02361,11.7616089907986,18.3335271699516,13.4266308303824,10.2229592296761,11.777227867236,9.94200711758771,11.6818210564206,12.8555195781599,2
02381,12.7535210709518,24.7327082964814,15.5739171828969,10.9746135306308,11.5727256049255,10.4834292010474,12.5430630639516,14.006058582491,1
02381,11.7098263708251,20.5063124361366,13.8125869424715,10.9573996647098,9.85255885182335,10.4553109472973,11.5589514546177,12.4569457382754,2
02408,12.9123962932986,24.3200910344181,15.0634450209818,11.2697373339533,10.8377728837203,10.0145931691168,12.4127779223813,15.5642038729889,1
02408,12.0464602162815,20.9117236255854,13.8222371752536,10.8925591175683,9.31664710591859,9.49263799736303,11.7561795040039,13.8789524181518,2
