CODGEO,postcode,town_fullname,town_name,latitude,longitude,code_departement,departement_name,code_region,region_name
1001,1400,L'Abergement-Clémenciat,Abergement-Clémenciat,46.1534255214,4.92611354223,1,Ain,84.0,Auvergne-Rhône-Alpes
1002,1640,L'Abergement-de-Varey,Abergement-de-Varey,46.0091878776,5.42801696363,1,Ain,84.0,Auvergne-Rhône-Alpes
1004,1500,Ambérieu-en-Bugey,Ambérieu-en-Bugey,45.9608475114,5.3729257777,1,Ain,84.0,Auvergne-Rhône-Alpes
1005,1330,Ambérieux-en-Dombes,Ambérieux-en-Dombes,45.9961799872,4.91227250796,1,Ain,84.0,Auvergne-Rhône-Alpes
1006,1300,Ambléon,Ambléon,45.7494989044,5.59432017366,1,Ain,84.0,Auvergne-Rhône-Alpes
1007,1500,Ambronay,Ambronay,46.0055913782,5.35760660735,1,Ain,84.0,Auvergne-Rhône-Alpes
1008,1500,Ambutrix,Ambutrix,45.9367134524,5.3328092349,1,Ain,84.0,Auvergne-Rhône-Alpes
1009,1300,Andert-et-Condon,Andert-et-Condon,45.7873565333,5.65788307924,1,Ain,84.0,Auvergne-Rhône-Alpes
1010,1350,Anglefort,Anglefort,45.9093715116,5.79516005674,1,Ain,84.0,Auvergne-Rhône-Alpes
1011,1100,Apremont,Apremont,46.2054981558,5.65781475272,1,Ain,84.0,Auvergne-Rhône-Alpes
1012,1110,Aranc,Aranc,46.0015344029,5.51130637511,1,Ain,84.0,Auvergne-Rhône-Alpes
1013,1230,Arandas,Arandas,45.8908155275,5.49870439091,1,Ain,84.0,Auvergne-Rhône-Alpes
1014,1100,Arbent,Arbent,46.2834936005,5.69061651221,1,Ain,84.0,Auvergne-Rhône-Alpes
1015,1300,Arboys en Bugey,Arboys en Bugey,45.7237621545,5.65263086429,1,Ain,84.0,Auvergne-Rhône-Alpes
1016,1190,Arbigny,Arbigny,46.4776762988,4.9599416863,1,Ain,84.0,Auvergne-Rhône-Alpes
1017,1230,Argis,Argis,45.9337182132,5.48251100314,1,Ain,84.0,Auvergne-Rhône-Alpes
1019,1510,Armix,Armix,45.8541838459,5.58357838695,1,Ain,84.0,Auvergne-Rhône-Alpes
1021,1480,Ars-sur-Formans,Ars-sur-Formans,45.9934611,4.82199649494,1,Ain,84.0,Auvergne-Rhône-Alpes
1022,1510,Artemare,Artemare,45.8695891748,5.69065283943,1,Ain,84.0,Auvergne-Rhône-Alpes
1023,1570,Asnières-sur-Saône,Asnières-sur-Saône,46.3857281418,4.88387478623,1,Ain,84.0,Auvergne-Rhône-Alpes
1024,1340,Attignat,Attignat,46.2861802203,5.1795233845,1,Ain,84.0,Auvergne-Rhône-Alpes
1025,1380,Bâgé-Dommartin,Bâgé-Dommartin,46.3233203302,4.9528678933,1,Ain,84.0,Auvergne-Rhône-Alpes
1026,1380,Bâgé-le-Châtel,Bâgé-le-Châtel,46.3077069231,4.92862084189,1,Ain,84.0,Auvergne-Rhône-Alpes
1027,1360,Balan,Balan,45.8311226453,5.10780019249,1,Ain,84.0,Auvergne-Rhône-Alpes
1028,1990,Baneins,Baneins,46.1141214445,4.90146475101,1,Ain,84.0,Auvergne-Rhône-Alpes
1029,1270,Beaupont,Beaupont,46.4288360203,5.26003405676,1,Ain,84.0,Auvergne-Rhône-Alpes
1030,1480,Beauregard,Beauregard,46.0008580204,4.75600664694,1,Ain,84.0,Auvergne-Rhône-Alpes
1031,1100,Bellignat,Bellignat,46.2373497134,5.6360052884,1,Ain,84.0,Auvergne-Rhône-Alpes
1032,1360,Béligneux,Béligneux,45.8591464826,5.13989505865,1,Ain,84.0,Auvergne-Rhône-Alpes
1033,1200,Bellegarde-sur-Valserine,Bellegarde-sur-Valserine,46.1067901755,5.83202736464,1,Ain,84.0,Auvergne-Rhône-Alpes
1034,1300,Belley,Belley,45.7494697806,5.68412365526,1,Ain,84.0,Auvergne-Rhône-Alpes
1035,1130,Belleydoux,Belleydoux,46.2530316409,5.78471723698,1,Ain,84.0,Auvergne-Rhône-Alpes
1036,1260,Belmont-Luthézieu,Belmont-Luthézieu,45.8847475883,5.65115788055,1,Ain,84.0,Auvergne-Rhône-Alpes
1037,1470,Bénonces,Bénonces,45.8374974718,5.48285330863,1,Ain,84.0,Auvergne-Rhône-Alpes
1038,1370,Bény,Bény,46.3188629218,5.28253433405,1,Ain,84.0,Auvergne-Rhône-Alpes
1039,1350,Béon,Béon,45.8568920052,5.75220315052,1,Ain,84.0,Auvergne-Rhône-Alpes
1040,1340,Béréziat,Béréziat,46.3674371012,5.04021655965,1,Ain,84.0,Auvergne-Rhône-Alpes
1041,1500,Bettant,Bettant,45.9368718303,5.36667617009,1,Ain,84.0,Auvergne-Rhône-Alpes
1042,1290,Bey,Bey,46.2191748844,4.84642690241,1,Ain,84.0,Auvergne-Rhône-Alpes
1043,1700,Beynost,Beynost,45.8390325448,4.99738002182,1,Ain,84.0,Auvergne-Rhône-Alpes
1044,1200,Billiat,Billiat,46.0791346715,5.76591818163,1,Ain,84.0,Auvergne-Rhône-Alpes
1045,1330,Birieux,Birieux,45.9533995502,5.03666479984,1,Ain,84.0,Auvergne-Rhône-Alpes
1046,1290,Biziat,Biziat,46.2266794269,4.94084673168,1,Ain,84.0,Auvergne-Rhône-Alpes
1047,1150,Blyes,Blyes,45.8469686113,5.25166055884,1,Ain,84.0,Auvergne-Rhône-Alpes
1049,1120,La Boisse,Boisse,45.8446213549,5.02783224111,1,Ain,84.0,Auvergne-Rhône-Alpes
1050,1190,Boissey,Boissey,46.3727973545,4.9989764059,1,Ain,84.0,Auvergne-Rhône-Alpes
1050,1380,Boissey,Boissey,46.3727973545,4.9989764059,1,Ain,84.0,Auvergne-Rhône-Alpes
1051,1450,Bolozon,Bolozon,46.1960338503,5.47095075411,1,Ain,84.0,Auvergne-Rhône-Alpes
1052,1330,Bouligneux,Bouligneux,46.0232774841,4.99252709276,1,Ain,84.0,Auvergne-Rhône-Alpes
1053,1000,Bourg-en-Bresse,Bourg-en-Bresse,46.2051520382,5.24602125501,1,Ain,84.0,Auvergne-Rhône-Alpes
1054,1800,Bourg-Saint-Christophe,Bourg-Saint-Christophe,45.8861934456,5.14349196896,1,Ain,84.0,Auvergne-Rhône-Alpes
1056,1640,Boyeux-Saint-Jérôme,Boyeux-Saint-Jérôme,46.0363677631,5.46322744717,1,Ain,84.0,Auvergne-Rhône-Alpes
1057,1190,Boz,Boz,46.4051688134,4.9135797178,1,Ain,84.0,Auvergne-Rhône-Alpes
1058,1300,Brégnier-Cordon,Brégnier-Cordon,45.6416854652,5.61653371,1,Ain,84.0,Auvergne-Rhône-Alpes
1059,1260,Brénaz,Brénaz,45.9500082947,5.7371892334,1,Ain,84.0,Auvergne-Rhône-Alpes
1060,1110,Brénod,Brénod,46.0759940484,5.61418361314,1,Ain,84.0,Auvergne-Rhône-Alpes
1061,1300,Brens,Brens,45.7135069062,5.68998154517,1,Ain,84.0,Auvergne-Rhône-Alpes
1062,1360,Bressolles,Bressolles,45.869423064,5.1009428902,1,Ain,84.0,Auvergne-Rhône-Alpes
1063,1460,Brion,Brion,46.1686327301,5.54656422194,1,Ain,84.0,Auvergne-Rhône-Alpes
1064,1470,Briord,Briord,45.7708330939,5.48537461884,1,Ain,84.0,Auvergne-Rhône-Alpes
1065,1310,Buellas,Buellas,46.2104135162,5.14487465017,1,Ain,84.0,Auvergne-Rhône-Alpes
1066,1510,La Burbanche,Burbanche,45.8598709332,5.54609714598,1,Ain,84.0,Auvergne-Rhône-Alpes
1067,1430,Ceignes,Ceignes,46.1256533435,5.49457379202,1,Ain,84.0,Auvergne-Rhône-Alpes
1068,1450,Cerdon,Cerdon,46.0720202633,5.47577586118,1,Ain,84.0,Auvergne-Rhône-Alpes
1069,1240,Certines,Certines,46.1337950959,5.26239539372,1,Ain,84.0,Auvergne-Rhône-Alpes
1071,1170,Cessy,Cessy,46.315689376,6.0779844362,1,Ain,84.0,Auvergne-Rhône-Alpes
1072,1250,Ceyzériat,Ceyzériat,46.1832170988,5.32007207542,1,Ain,84.0,Auvergne-Rhône-Alpes
1073,1350,Ceyzérieu,Ceyzérieu,45.8335530148,5.71933090966,1,Ain,84.0,Auvergne-Rhône-Alpes
1074,1320,Chalamont,Chalamont,46.0076491739,5.16936568,1,Ain,84.0,Auvergne-Rhône-Alpes
1075,1480,Chaleins,Chaleins,46.0340545373,4.79853838574,1,Ain,84.0,Auvergne-Rhône-Alpes
1076,1230,Chaley,Chaley,45.9533367734,5.53682505273,1,Ain,84.0,Auvergne-Rhône-Alpes
1077,1450,Challes-la-Montagne,Challes-la-Montagne,46.1221539654,5.45755377201,1,Ain,84.0,Auvergne-Rhône-Alpes
1078,1630,Challex,Challex,46.1768358327,5.97115092939,1,Ain,84.0,Auvergne-Rhône-Alpes
1079,1260,Champagne-en-Valromey,Champagne-en-Valromey,45.9316447397,5.69321890072,1,Ain,84.0,Auvergne-Rhône-Alpes
1080,1110,Champdor-Corcelles,Champdor-Corcelles,46.0198844188,5.60008759722,1,Ain,84.0,Auvergne-Rhône-Alpes
1081,1410,Champfromier,Champfromier,46.220365768,5.82233573131,1,Ain,84.0,Auvergne-Rhône-Alpes
1082,1420,Chanay,Chanay,46.005695299,5.76893393185,1,Ain,84.0,Auvergne-Rhône-Alpes
1083,1990,Chaneins,Chaneins,46.0934984191,4.85473364691,1,Ain,84.0,Auvergne-Rhône-Alpes
1084,1400,Chanoz-Châtenay,Chanoz-Châtenay,46.1861812234,5.02807719246,1,Ain,84.0,Auvergne-Rhône-Alpes
1085,1240,La Chapelle-du-Châtelard,Chapelle-du-Châtelard,46.0744536905,5.02162055898,1,Ain,84.0,Auvergne-Rhône-Alpes
1087,1130,Charix,Charix,46.1856344066,5.6811896084,1,Ain,84.0,Auvergne-Rhône-Alpes
1088,1800,Charnoz-sur-Ain,Charnoz-sur-Ain,45.8736786869,5.2211032563,1,Ain,84.0,Auvergne-Rhône-Alpes
1089,1500,Château-Gaillard,Château-Gaillard,45.9730390239,5.30754273532,1,Ain,84.0,Auvergne-Rhône-Alpes
1090,1320,Châtenay,Châtenay,46.0259402155,5.2048590395,1,Ain,84.0,Auvergne-Rhône-Alpes
1091,1200,Châtillon-en-Michaille,Châtillon-en-Michaille,46.1293337743,5.770176021,1,Ain,84.0,Auvergne-Rhône-Alpes
1092,1320,Châtillon-la-Palud,Châtillon-la-Palud,45.9748017433,5.2416027725,1,Ain,84.0,Auvergne-Rhône-Alpes
1093,1400,Châtillon-sur-Chalaronne,Châtillon-sur-Chalaronne,46.1232390685,4.95810003714,1,Ain,84.0,Auvergne-Rhône-Alpes
1094,1190,Chavannes-sur-Reyssouze,Chavannes-sur-Reyssouze,46.4379785193,5.00693749662,1,Ain,84.0,Auvergne-Rhône-Alpes
1095,1250,Nivigne et Suran,Nivigne et Suran,46.2750157946,5.41649423093,1,Ain,84.0,Auvergne-Rhône-Alpes
1096,1660,Chaveyriat,Chaveyriat,46.1991513767,5.0564069258,1,Ain,84.0,Auvergne-Rhône-Alpes
1097,1510,Chavornay,Chavornay,45.8824049535,5.72499814516,1,Ain,84.0,Auvergne-Rhône-Alpes
1098,1300,Chazey-Bons,Chazey-Bons,45.7925770617,5.68477063188,1,Ain,84.0,Auvergne-Rhône-Alpes
1099,1150,Chazey-sur-Ain,Chazey-sur-Ain,45.8929448968,5.25528498524,1,Ain,84.0,Auvergne-Rhône-Alpes
1100,1510,Cheignieu-la-Balme,Cheignieu-la-Balme,45.8227204334,5.6050023969,1,Ain,84.0,Auvergne-Rhône-Alpes
1101,1430,Chevillard,Chevillard,46.1103512578,5.58116056005,1,Ain,84.0,Auvergne-Rhône-Alpes
1102,1190,Chevroux,Chevroux,46.38249255,4.96288275972,1,Ain,84.0,Auvergne-Rhône-Alpes
1103,1170,Chevry,Chevry,46.283152935,6.04707941462,1,Ain,84.0,Auvergne-Rhône-Alpes
1104,1200,Chézery-Forens,Chézery-Forens,46.222573373,5.87248105275,1,Ain,84.0,Auvergne-Rhône-Alpes
1104,1410,Chézery-Forens,Chézery-Forens,46.222573373,5.87248105275,1,Ain,84.0,Auvergne-Rhône-Alpes
1105,1390,Civrieux,Civrieux,45.922467454,4.88633786877,1,Ain,84.0,Auvergne-Rhône-Alpes
1106,1250,Cize,Cize,46.2003848172,5.45082526739,1,Ain,84.0,Auvergne-Rhône-Alpes
1107,1230,Cleyzieu,Cleyzieu,45.902146623,5.43272695486,1,Ain,84.0,Auvergne-Rhône-Alpes
1108,1270,Coligny,Coligny,46.3866637865,5.3308227014,1,Ain,84.0,Auvergne-Rhône-Alpes
1109,1550,Collonges,Collonges,46.1419227898,5.90040256654,1,Ain,84.0,Auvergne-Rhône-Alpes
1110,1300,Colomieu,Colomieu,45.7361469025,5.62670101041,1,Ain,84.0,Auvergne-Rhône-Alpes
1111,1230,Conand,Conand,45.8834810846,5.47541328981,1,Ain,84.0,Auvergne-Rhône-Alpes
1112,1430,Condamine,Condamine,46.105831161,5.55568206762,1,Ain,84.0,Auvergne-Rhône-Alpes
1113,1400,Condeissiat,Condeissiat,46.1538469834,5.08437171701,1,Ain,84.0,Auvergne-Rhône-Alpes
1114,1200,Confort,Confort,46.1543700156,5.83319395258,1,Ain,84.0,Auvergne-Rhône-Alpes
1115,1310,Confrançon,Confrançon,46.270304175,5.05775217893,1,Ain,84.0,Auvergne-Rhône-Alpes
1116,1300,Contrevoz,Contrevoz,45.8009403071,5.62087768159,1,Ain,84.0,Auvergne-Rhône-Alpes
1117,1300,Conzieu,Conzieu,45.7253102173,5.60442351043,1,Ain,84.0,Auvergne-Rhône-Alpes
1118,1420,Corbonod,Corbonod,45.9659473187,5.78961970355,1,Ain,84.0,Auvergne-Rhône-Alpes
1121,1110,Corlier,Corlier,46.0336885573,5.49635755029,1,Ain,84.0,Auvergne-Rhône-Alpes
1122,1110,Cormaranche-en-Bugey,Cormaranche-en-Bugey,45.9442772826,5.60860828487,1,Ain,84.0,Auvergne-Rhône-Alpes
1123,1290,Cormoranche-sur-Saône,Cormoranche-sur-Saône,46.2403530179,4.8276569593,1,Ain,84.0,Auvergne-Rhône-Alpes
1124,1560,Cormoz,Cormoz,46.4336632942,5.22181275755,1,Ain,84.0,Auvergne-Rhône-Alpes
1125,1250,Corveissiat,Corveissiat,46.2505107235,5.47152467919,1,Ain,84.0,Auvergne-Rhône-Alpes
1127,1370,Courmangoux,Courmangoux,46.3267864521,5.35558241812,1,Ain,84.0,Auvergne-Rhône-Alpes
1128,1560,Courtes,Courtes,46.4570082032,5.11128546723,1,Ain,84.0,Auvergne-Rhône-Alpes
1129,1320,Crans,Crans,45.9663793103,5.19490390871,1,Ain,84.0,Auvergne-Rhône-Alpes
1130,1340,Cras-sur-Reyssouze,Cras-sur-Reyssouze,46.3130831891,5.17796707174,1,Ain,84.0,Auvergne-Rhône-Alpes
1133,1350,Cressin-Rochefort,Cressin-Rochefort,45.7826434885,5.76546256637,1,Ain,84.0,Auvergne-Rhône-Alpes
1134,1290,Crottet,Crottet,46.283072336,4.87747971182,1,Ain,84.0,Auvergne-Rhône-Alpes
1134,1750,Crottet,Crottet,46.283072336,4.87747971182,1,Ain,84.0,Auvergne-Rhône-Alpes
1135,1170,Crozet,Crozet,46.2915659686,5.99510417092,1,Ain,84.0,Auvergne-Rhône-Alpes
1136,1290,Cruzilles-lès-Mépillat,Cruzilles-lès-Mépillat,46.2220588715,4.8752193513,1,Ain,84.0,Auvergne-Rhône-Alpes
1138,1350,Culoz,Culoz,45.8559966843,5.78398308932,1,Ain,84.0,Auvergne-Rhône-Alpes
1139,1560,Curciat-Dongalon,Curciat-Dongalon,46.4885456881,5.16344336837,1,Ain,84.0,Auvergne-Rhône-Alpes
1140,1310,Curtafond,Curtafond,46.273150382,5.1020896267,1,Ain,84.0,Auvergne-Rhône-Alpes
1141,1300,Cuzieu,Cuzieu,45.8200002803,5.6765554896,1,Ain,84.0,Auvergne-Rhône-Alpes
1142,1120,Dagneux,Dagneux,45.8531616918,5.07289166803,1,Ain,84.0,Auvergne-Rhône-Alpes
1143,1220,Divonne-les-Bains,Divonne-les-Bains,46.3756333495,6.1158647611,1,Ain,84.0,Auvergne-Rhône-Alpes
1144,1380,Dommartin,Dommartin,46.33627762,4.99863894,1,Ain,84.0,Auvergne-Rhône-Alpes
1145,1240,Dompierre-sur-Veyle,Dompierre-sur-Veyle,46.0667883703,5.21665199666,1,Ain,84.0,Auvergne-Rhône-Alpes
1146,1400,Dompierre-sur-Chalaronne,Dompierre-sur-Chalaronne,46.1415406621,4.90141714714,1,Ain,84.0,Auvergne-Rhône-Alpes
1147,1270,Domsure,Domsure,46.4244066427,5.29313479651,1,Ain,84.0,Auvergne-Rhône-Alpes
1148,1590,Dortan,Dortan,46.3133221173,5.64146584117,1,Ain,84.0,Auvergne-Rhône-Alpes
1149,1500,Douvres,Douvres,45.984297392,5.37106901673,1,Ain,84.0,Auvergne-Rhône-Alpes
1150,1250,Drom,Drom,46.2196603059,5.36799994918,1,Ain,84.0,Auvergne-Rhône-Alpes
1151,1160,Druillat,Druillat,46.067579544,5.29361666429,1,Ain,84.0,Auvergne-Rhône-Alpes
1152,1130,Échallon,Échallon,46.2271364137,5.73330448395,1,Ain,84.0,Auvergne-Rhône-Alpes
1153,1170,Échenevex,Échenevex,46.3160845207,6.01926187996,1,Ain,84.0,Auvergne-Rhône-Alpes
1154,1340,Étrez,Étrez,46.3380891758,5.19286414645,1,Ain,84.0,Auvergne-Rhône-Alpes
1155,1230,Évosges,Évosges,45.965147537,5.50283599885,1,Ain,84.0,Auvergne-Rhône-Alpes
1156,1800,Faramans,Faramans,45.9104942091,5.1249258559,1,Ain,84.0,Auvergne-Rhône-Alpes
1157,1480,Fareins,Fareins,46.020997974,4.7620080898,1,Ain,84.0,Auvergne-Rhône-Alpes
1158,1550,Farges,Farges,46.166230455,5.90019477201,1,Ain,84.0,Auvergne-Rhône-Alpes
1159,1570,Feillens,Feillens,46.3365833672,4.88507050971,1,Ain,84.0,Auvergne-Rhône-Alpes
1160,1210,Ferney-Voltaire,Ferney-Voltaire,46.2519789243,6.10826403805,1,Ain,84.0,Auvergne-Rhône-Alpes
1162,1350,Flaxieu,Flaxieu,45.8113298005,5.74459048839,1,Ain,84.0,Auvergne-Rhône-Alpes
1163,1340,Foissiat,Foissiat,46.3784759782,5.18483641417,1,Ain,84.0,Auvergne-Rhône-Alpes
1165,1090,Francheleins,Francheleins,46.0735946256,4.81293575559,1,Ain,84.0,Auvergne-Rhône-Alpes
1166,1480,Frans,Frans,45.9939065077,4.78033196905,1,Ain,84.0,Auvergne-Rhône-Alpes
1167,1140,Garnerans,Garnerans,46.2136224825,4.82843188743,1,Ain,84.0,Auvergne-Rhône-Alpes
1169,1090,Genouilleux,Genouilleux,46.1201611728,4.79288195016,1,Ain,84.0,Auvergne-Rhône-Alpes
1170,1460,Béard-Géovreissiat,Béard-Géovreissiat,46.1896733539,5.55139781353,1,Ain,84.0,Auvergne-Rhône-Alpes
1171,1100,Géovreisset,Géovreisset,46.2508621615,5.61271973915,1,Ain,84.0,Auvergne-Rhône-Alpes
1172,1250,Germagnat,Germagnat,46.3054983344,5.45012798616,1,Ain,84.0,Auvergne-Rhône-Alpes
1173,1170,Gex,Gex,46.3471891747,6.04650555568,1,Ain,84.0,Auvergne-Rhône-Alpes
1174,1130,Giron,Giron,46.2227121191,5.78049809256,1,Ain,84.0,Auvergne-Rhône-Alpes
1175,1190,Gorrevod,Gorrevod,46.414943437,4.95120595427,1,Ain,84.0,Auvergne-Rhône-Alpes
1177,1250,Grand-Corent,Grand-Corent,46.207387937,5.43318666027,1,Ain,84.0,Auvergne-Rhône-Alpes
1179,1290,Grièges,Grièges,46.2633634407,4.84621318847,1,Ain,84.0,Auvergne-Rhône-Alpes
1180,1220,Grilly,Grilly,46.3318810665,6.11366767978,1,Ain,84.0,Auvergne-Rhône-Alpes
1181,1100,Groissiat,Groissiat,46.2260039429,5.61095413441,1,Ain,84.0,Auvergne-Rhône-Alpes
1183,1090,Guéreins,Guéreins,46.106624674,4.78159420118,1,Ain,84.0,Auvergne-Rhône-Alpes
1184,1250,Hautecourt-Romanèche,Hautecourt-Romanèche,46.1611241927,5.42944457639,1,Ain,84.0,Auvergne-Rhône-Alpes
1185,1110,Hauteville-Lompnes,Hauteville-Lompnes,45.9696520061,5.57627261783,1,Ain,84.0,Auvergne-Rhône-Alpes
1186,1110,Hostiaz,Hostiaz,45.9061631889,5.54077986031,1,Ain,84.0,Auvergne-Rhône-Alpes
1187,1260,Haut Valromey,Haut Valromey,46.0317412192,5.70267027388,1,Ain,84.0,Auvergne-Rhône-Alpes
1188,1140,Illiat,Illiat,46.1866986838,4.88840344003,1,Ain,84.0,Auvergne-Rhône-Alpes
1189,1200,Injoux-Génissiat,Injoux-Génissiat,46.0497734524,5.75991363273,1,Ain,84.0,Auvergne-Rhône-Alpes
1190,1680,Innimond,Innimond,45.7919647191,5.57389398559,1,Ain,84.0,Auvergne-Rhône-Alpes
1191,1430,Izenave,Izenave,46.0381623415,5.52447901164,1,Ain,84.0,Auvergne-Rhône-Alpes
1192,1580,Izernore,Izernore,46.2179780137,5.56258251719,1,Ain,84.0,Auvergne-Rhône-Alpes
1193,1300,Izieu,Izieu,45.6557496407,5.63909140794,1,Ain,84.0,Auvergne-Rhône-Alpes
1194,1480,Jassans-Riottier,Jassans-Riottier,45.9777239103,4.75984637871,1,Ain,84.0,Auvergne-Rhône-Alpes
1195,1250,Jasseron,Jasseron,46.2150037064,5.31215372338,1,Ain,84.0,Auvergne-Rhône-Alpes
1196,1340,Jayat,Jayat,46.3660828991,5.11429701617,1,Ain,84.0,Auvergne-Rhône-Alpes
1197,1250,Journans,Journans,46.1464982407,5.33452833151,1,Ain,84.0,Auvergne-Rhône-Alpes
1198,1800,Joyeux,Joyeux,45.9499899849,5.10261326872,1,Ain,84.0,Auvergne-Rhône-Alpes
1199,1640,Jujurieux,Jujurieux,46.0497041467,5.41094771899,1,Ain,84.0,Auvergne-Rhône-Alpes
1200,1450,Labalme,Labalme,46.0932491295,5.49438685213,1,Ain,84.0,Auvergne-Rhône-Alpes
1202,1150,Lagnieu,Lagnieu,45.8917015798,5.32917518895,1,Ain,84.0,Auvergne-Rhône-Alpes
1203,1290,Laiz,Laiz,46.2469919709,4.89933490972,1,Ain,84.0,Auvergne-Rhône-Alpes
1204,1130,Le Poizat-Lalleyriat,Poizat-Lalleyriat,46.1479592076,5.71829194244,1,Ain,84.0,Auvergne-Rhône-Alpes
1205,1200,Lancrans,Lancrans,46.1323202721,5.84050985141,1,Ain,84.0,Auvergne-Rhône-Alpes
1206,1430,Lantenay,Lantenay,46.0544405897,5.54127421165,1,Ain,84.0,Auvergne-Rhône-Alpes
1207,1330,Lapeyrouse,Lapeyrouse,45.9859131165,4.98196682865,1,Ain,84.0,Auvergne-Rhône-Alpes
1208,1350,Lavours,Lavours,45.8108837933,5.77267317838,1,Ain,84.0,Auvergne-Rhône-Alpes
1209,1200,Léaz,Léaz,46.1086518044,5.87649017888,1,Ain,84.0,Auvergne-Rhône-Alpes
1210,1410,Lélex,Lélex,46.2855010936,5.92927713771,1,Ain,84.0,Auvergne-Rhône-Alpes
1211,1240,Lent,Lent,46.1160216305,5.20200684747,1,Ain,84.0,Auvergne-Rhône-Alpes
1212,1560,Lescheroux,Lescheroux,46.4114892731,5.15107164478,1,Ain,84.0,Auvergne-Rhône-Alpes
1213,1150,Leyment,Leyment,45.9269989549,5.2947657235,1,Ain,84.0,Auvergne-Rhône-Alpes
1214,1450,Leyssard,Leyssard,46.1624187428,5.47633297491,1,Ain,84.0,Auvergne-Rhône-Alpes
1215,1420,Lhôpital,Lhôpital,46.0238143134,5.76236736492,1,Ain,84.0,Auvergne-Rhône-Alpes
1216,1680,Lhuis,Lhuis,45.7444141403,5.53602066955,1,Ain,84.0,Auvergne-Rhône-Alpes
1218,1260,Lochieu,Lochieu,45.9302479879,5.7413126836,1,Ain,84.0,Auvergne-Rhône-Alpes
1219,1680,Lompnas,Lompnas,45.8105943351,5.52320457866,1,Ain,84.0,Auvergne-Rhône-Alpes
1221,1260,Lompnieu,Lompnieu,45.9690865613,5.65968816497,1,Ain,84.0,Auvergne-Rhône-Alpes
1224,1360,Loyettes,Loyettes,45.7921564114,5.21770971647,1,Ain,84.0,Auvergne-Rhône-Alpes
1225,1090,Lurcy,Lurcy,46.061730034,4.78075207026,1,Ain,84.0,Auvergne-Rhône-Alpes
1227,1300,Magnieu,Magnieu,45.7754050255,5.71540945601,1,Ain,84.0,Auvergne-Rhône-Alpes
1228,1430,Maillat,Maillat,46.1201642836,5.52854394238,1,Ain,84.0,Auvergne-Rhône-Alpes
1229,1340,Malafretaz,Malafretaz,46.3295545661,5.14386299599,1,Ain,84.0,Auvergne-Rhône-Alpes
1230,1560,Mantenay-Montlin,Mantenay-Montlin,46.4302754511,5.10675899732,1,Ain,84.0,Auvergne-Rhône-Alpes
1231,1570,Manziat,Manziat,46.3643830585,4.90242777155,1,Ain,84.0,Auvergne-Rhône-Alpes
1232,1851,Marboz,Marboz,46.3434312497,5.24374534963,1,Ain,84.0,Auvergne-Rhône-Alpes
1233,1680,Marchamp,Marchamp,45.7738495266,5.54985181107,1,Ain,84.0,Auvergne-Rhône-Alpes
1234,1300,Marignieu,Marignieu,45.8010384947,5.71570352924,1,Ain,84.0,Auvergne-Rhône-Alpes
1235,1240,Marlieux,Marlieux,46.0549073186,5.0741150816,1,Ain,84.0,Auvergne-Rhône-Alpes
1236,1340,Marsonnas,Marsonnas,46.3409117711,5.06434294764,1,Ain,84.0,Auvergne-Rhône-Alpes
1237,1100,Martignat,Martignat,46.2030768095,5.61384033805,1,Ain,84.0,Auvergne-Rhône-Alpes
1238,1600,Massieux,Massieux,45.9094016817,4.82779660051,1,Ain,84.0,Auvergne-Rhône-Alpes
1239,1300,Massignieu-de-Rives,Massignieu-de-Rives,45.7571503942,5.7620535823,1,Ain,84.0,Auvergne-Rhône-Alpes
1240,1580,Matafelon-Granges,Matafelon-Granges,46.2565319445,5.53958933702,1,Ain,84.0,Auvergne-Rhône-Alpes
1241,1370,Meillonnas,Meillonnas,46.244997627,5.33594738489,1,Ain,84.0,Auvergne-Rhône-Alpes
1242,1450,Mérignat,Mérignat,46.0648564341,5.44210660051,1,Ain,84.0,Auvergne-Rhône-Alpes
1243,1480,Messimy-sur-Saône,Messimy-sur-Saône,46.0472670758,4.75935643933,1,Ain,84.0,Auvergne-Rhône-Alpes
1244,1800,Meximieux,Meximieux,45.9060530318,5.20404833653,1,Ain,84.0,Auvergne-Rhône-Alpes
1245,1250,Bohas-Meyriat-Rignat,Bohas-Meyriat-Rignat,46.1427060662,5.3780109646,1,Ain,84.0,Auvergne-Rhône-Alpes
1246,1660,Mézériat,Mézériat,46.2423102101,5.04725416984,1,Ain,84.0,Auvergne-Rhône-Alpes
1247,1170,Mijoux,Mijoux,46.3622451724,6.00902631941,1,Ain,84.0,Auvergne-Rhône-Alpes
1247,1410,Mijoux,Mijoux,46.3622451724,6.00902631941,1,Ain,84.0,Auvergne-Rhône-Alpes
1248,1390,Mionnay,Mionnay,45.8955939299,4.92416967439,1,Ain,84.0,Auvergne-Rhône-Alpes
1249,1700,Miribel,Miribel,45.8442099203,4.94106746787,1,Ain,84.0,Auvergne-Rhône-Alpes
1250,1600,Misérieux,Misérieux,45.9762325343,4.81028471711,1,Ain,84.0,Auvergne-Rhône-Alpes
1252,1140,Mogneneins,Mogneneins,46.1446696076,4.820110702,1,Ain,84.0,Auvergne-Rhône-Alpes
1254,1250,Montagnat,Montagnat,46.1686969123,5.27962107938,1,Ain,84.0,Auvergne-Rhône-Alpes
